분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,4,중-상,순서배열,다음 문장은 일반 상대성 이론이 제시되고 검증되어 온 과정을 나타냅니다. 사건이 일어난 순서대로 문장을 배열하세요.,나-라-가-다,,2016년 두 블랙홀의 충돌로 방출된 중력파 검출이 공식 발표되었다.,1915년 아인슈타인은 질량과 시공간의 관계를 몇 개의 방정식으로 제시했다.,2019년 전파 망원경을 연결한 관측으로 블랙홀 주변의 모습이 영상으로 재구성되었다.,1919년 일식 때 이루어진 별빛 관측의 결과가 방정식이 예측한 값과 일치했다.,,,-,"1915년에 방정식이 나온 뒤 1919년 일식 관측으로 첫 검증이 이루어졌어요. 2016년에는 중력파 검출이, 2019년에는 블랙홀 주변의 영상이 발표되었어요. 100년에 걸쳐 예측이 하나씩 확인된 셈이에요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,사건의 지평선,,,,,,,,"블랙홀에는 안쪽과 바깥을 가르는 경계가 있다. 그 너머로는 어떤 정보도 새어 나오지 않아 바깥에서는 안쪽에서 일어나는 일을 알 수 없는데, 이 경계를 ___ ___(이)라고 한다.",사건의 지평선은 블랙홀의 안과 밖을 가르는 경계예요. 이 경계 너머로는 빛도 정보도 빠져나오지 못해요. 그래서 블랙홀 안에서 일어나는 일은 바깥에서 알아낼 수 없어요.
,,,6,중,사지선다 (복수),중력파에 대한 설명으로 옳은 것을 모두 고르세요.,2,4,중력파가 지나갈 때 공간이 변하는 폭은 원자핵보다 훨씬 크다.,거대한 질량이 빠르게 움직일 때 시공간이 파동처럼 출렁이며 퍼져 나간다.,중력파는 방정식으로 예측되기 전에 관측으로 먼저 발견되었다.,전자기파로는 관측할 수 없는 천체 현상도 중력파로 포착할 수 있다.,,,-,"중력파는 거대한 질량이 빠르게 움직일 때 시공간이 출렁이며 퍼져 나가는 현상이에요. 검출 당시 공간이 변한 폭은 원자핵보다 훨씬 작았고, 4킬로미터 길이의 레이저 간섭계가 그 떨림을 잡아냈어요. 전자기파로 볼 수 없는 사건도 이제 중력파로 포착할 수 있어요."
,,,7,중-상,순서배열,다음 문장은 블랙홀이 생기는 과정과 그 결과를 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-가-라-다,,물체 주변의 시간과 공간이 극도로 휘어진다.,어떤 물체가 충분히 작은 공간으로 압축된다.,블랙홀 주변을 휘어 도는 빛의 궤적으로만 그 모습을 짐작할 수 있다.,빛조차 바깥으로 빠져나오지 못하는 영역이 생긴다.,,,-,"물체가 아주 작은 공간으로 압축되면 주변 시공간이 극도로 휘어져요. 그러면 빛조차 바깥으로 빠져나오지 못하는 영역이 생겨요. 블랙홀 자체는 직접 볼 수 없고, 주변을 휘어 도는 빛의 궤적으로만 모습을 짐작할 수 있어요."
천문,1-2) 우주의 탄생,A. 표준 우주 모형,1,하,인라인,빅뱅 직후 우주에서 빛이 어떻게 나아갔는지 정리한 설명입니다. 빈칸에 들어갈 말을 고르세요.,1,2,직진하지 못했다/속도가 느려졌다/파장이 짧아졌다,빅뱅 핵합성/재결합/적색 이동,,,,,"빅뱅 직후의 우주는 너무 뜨거워 전자가 자유롭게 떠다니는 상태였다. 이때 빛은 자유 전자와 충돌해 [1]. 약 38만 년이 지나 온도가 떨어지자 전자가 양성자와 결합해 수소 원자가 생성되었고, 빛은 비로소 직선으로 날아갔다. 전자와 양성자가 결합한 이 사건을 [2](이)라고 한다.",빅뱅 직후의 우주는 전자가 자유롭게 떠다니는 상태여서 빛이 똑바로 나아가지 못했어요. 약 38만 년이 지나 전자가 양성자와 결합하면서 자유 전자가 사라졌죠. 빛을 풀어 준 이 사건을 재결합이라고 해요.
,,,2,하,OX,우주가 팽창한다는 것은 어떤 중심에서 은하들이 바깥으로 튀어 나간다는 뜻이다.,X,,O,X,,,,,-,우주에는 팽창의 중심도 경계도 없어요. 은하들이 한 점에서 바깥으로 튀어 나가는 것이 아니라 공간 자체가 늘어나는 거예요. 그래서 어느 은하에서 재어도 다른 은하들이 멀어지는 결과가 나온답니다.
,,,3,중,사지선다 (단수),1964년 펜지어스와 윌슨은 안테나를 어느 방향으로 돌려도 사라지지 않는 잡음을 발견했습니다. 이 잡음의 정체는 무엇이었나요?,2,,멀리 있는 은하에서 온 별빛이 하늘 전체에 겹쳐 쌓인 배경 빛이다.,빅뱅 직후의 뜨거운 에너지가 식어 우주 전체를 채운 마이크로파다.,우리 은하의 중심에서 한 방향으로만 들어오는 전파 신호다.,지구 대기가 태양열로 데워졌다가 다시 내보내는 열복사다.,,,-,두 사람이 잡은 잡음은 안테나를 어느 방향으로 돌려도 사라지지 않았어요. 그 정체는 빅뱅이 남긴 우주 배경 복사였죠. 뜨거웠던 초기 우주의 에너지가 팽창과 함께 식어 지금은 마이크로파로 우주 전체를 채우고 있어요.
,,,4,중-상,순서배열,다음 문장은 팽창하는 우주라는 생각이 자리 잡아 온 과정을 나타냅니다. 사건이 일어난 순서대로 문장을 배열하세요.,나-가-다-라,,1922년 프리드만은 일반 상대성 이론의 방정식을 균질하고 등방한 우주에 적용했다.,1910년대부터 슬라이퍼는 먼 은하에서 오는 빛의 적색 이동을 측정했다.,1927년 르메트르는 은하의 적색 이동을 근거로 팽창 우주 모델을 제시했다.,1929년 허블은 은하까지의 거리를 측정해 속도와 거리의 관계를 확립했다.,,,-,"슬라이퍼가 먼 은하의 적색 이동을 먼저 측정해 두었고, 프리드만은 방정식에서 팽창하거나 수축하는 우주를 이끌어 냈어요. 르메트르는 이 둘을 이어 팽창 우주 모델을 제시했고, 허블이 거리 측정으로 속도와 거리의 관계를 확립했죠. 국제천문연맹은 이 관계를 허블–르메트르 법칙이라고 부른답니다."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,올베르스의 역설,,,,,,,,우주가 무한하고 영원하며 별도 무한히 많다면 밤하늘은 별빛으로 가득 차 밝아야 한다. 그러나 실제 밤하늘은 어둡다. 이 불일치를 _____ __(이)라고 한다.,"우주가 무한하고 영원하다면 어느 방향을 보아도 별이 있어 밤하늘이 밝아야 해요. 실제로는 어두운데, 이 불일치가 올베르스의 역설이에요. 우주의 나이와 빛의 속도가 모두 유한하다는 답이 밤의 어둠 속에 들어 있었던 셈이죠."
,,,6,중,사지선다 (복수),원소가 생성된 과정에 대한 설명으로 옳은 것을 모두 고르세요.,1,3,탄소와 산소는 빅뱅 직후가 아니라 별 내부의 핵융합으로 생성되었다.,수소와 헬륨의 비율은 빅뱅 핵합성으로 계산한 값과 어긋나는 것으로 밝혀졌다.,철과 같은 무거운 원소는 초신성 폭발과 함께 우주 곳곳에 흩뿌려졌다.,지금 우주의 보통 물질에서는 헬륨이 수소보다 큰 질량비를 차지한다.,,,-,"빅뱅 직후의 짧은 시간 동안 헬륨과 극소량의 리튬이 생성되었어요. 지금 보통 물질의 질량비는 수소 약 73퍼센트, 헬륨 약 25퍼센트인데 빅뱅 핵합성의 계산값과 잘 맞아요. 탄소와 산소는 별 내부에서, 철처럼 무거운 원소는 초신성 폭발과 함께 우주로 퍼졌답니다."
,,,7,중-상,순서배열,다음 문장은 빅뱅 이후 우주가 달라져 온 과정을 나타냅니다. 사건이 일어난 순서대로 문장을 배열하세요.,라-가-나-다,,"빅뱅 후 약 10초에서 20분 사이, 우주의 온도가 핵융합이 일어날 만큼 높게 유지된다.","빅뱅 후 약 38만 년, 온도가 섭씨 약 2,730도까지 떨어지고 수소 원자가 생성된다.",빅뱅 후 수억 년에 걸쳐 밀도가 높은 영역이 물질을 끌어당겨 별과 은하가 생성된다.,빅뱅 직후의 우주는 온도와 밀도가 매우 높아 원자가 존재하지 못한다.,,,-,"빅뱅 직후의 우주는 너무 뜨거워 원자가 존재할 수 없었어요. 온도가 내려가면서 핵융합이 일어났고, 약 38만 년 뒤에는 수소 원자가 생성되었죠. 그 뒤 수억 년에 걸쳐 밀도 차이가 자라나 별과 은하가 생겨났어요."
천문,1-2) 우주의 탄생,B. 우주론,1,하,인라인,우주의 팽창 속도를 측정한 결과를 정리한 설명입니다. 빈칸에 들어갈 말을 고르세요.,2,3,우주 상수/허블 상수/상태 방정식 w,암흑 물질의 분포/원소 비율/우주 배경 복사,,,,,"우주의 팽창 속도를 나타내는 [1]은(는) 측정 방법에 따라 값이 다르게 나온다. [2]에서 계산한 값은 1메가파섹당 초속 약 67킬로미터이고, 세페이드 변광성과 Ia형 초신성으로 계산한 값은 약 73킬로미터다.",허블 상수는 우주가 얼마나 빠르게 팽창하는지 알려 주는 값이에요. 우주 배경 복사로 계산한 값과 세페이드 변광성으로 계산한 값이 서로 어긋나 있어요. 그래서 표준 모형을 어딘가 손봐야 한다는 신호로 읽히고 있어요.
,,,2,하,인라인,1998년에 이루어진 초신성 관측의 결과를 정리한 설명입니다. 빈칸에 들어갈 말을 고르세요.,2,3,감속 팽창/가속 팽창/정지 상태,암흑 물질/보통 물질/암흑 에너지,,,,,"1998년, 두 연구팀은 우주의 팽창이 얼마나 느려지는지 측정하려 했다. 그런데 관측 결과는 정반대였고, 우주가 점점 더 빨리 팽창하는 [1]이(가) 확인되었다. 이 가속을 끌고 가는 정체불명의 에너지를 [2](이)라고 부른다.",두 연구팀은 팽창이 느려지는 정도를 재려고 했지만 결과는 정반대였어요. 우주가 점점 더 빨리 팽창한다는 사실이 드러났죠. 그 가속을 끌고 가는 정체불명의 에너지에 암흑 에너지라는 이름이 붙었어요.
,,,3,하,OX,"암흑 에너지는 공간 곳곳에 존재하며, 팽창이 진행될수록 물질과 복사에 비해 상대적 비중이 작아진다.",X,,O,X,,,,,-,팽창이 진행될수록 암흑 에너지의 상대적 비중은 오히려 커져요. 암흑 에너지가 공간 곳곳에 존재하기 때문이에요. 그래서 물질과 복사에 비해 점점 더 큰 몫을 차지하게 돼요.
,,,4,하,OX,"우리 우주가 평탄한 우주라는 점이 확인되었으므로, 우주가 빅 프리즈, 빅 립, 빅 크런치 가운데 어느 결말로 향하는지도 알 수 있다.",X,,O,X,,,,,-,"우리가 평탄한 우주에 살고 있다는 사실은 확인했어요. 그런데 결말을 가르는 것은 공간의 기하가 아니에요. 암흑 에너지의 성질, 곧 상태 방정식 w가 세 갈래를 나눈답니다."
,,,5,중,사지선다 (단수),우주 상수에 대한 설명으로 알맞은 것을 고르세요.,2,,"우주의 팽창 속도를 나타내는 값으로, 측정 방법에 따라 다르게 나온다.","아인슈타인의 방정식에 있던 항으로, 암흑 에너지의 유력한 후보로 꼽힌다.",1998년 초신성 관측으로 존재가 직접 확인된 새로운 입자다.,암흑 에너지의 압력과 에너지 밀도의 관계를 나타내는 숫자다.,,,-,우주 상수는 아인슈타인의 방정식에 들어 있던 항이에요. 한때 최대 실수로 알려졌지만 지금은 암흑 에너지의 유력한 후보로 다시 주목받고 있어요. 틀렸다고 여겨진 한 줄이 우주의 절반 이상을 설명하는 자리로 돌아온 셈이죠.
,,,6,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,암흑 물질,,,,,,,,"우주 전체 에너지에서 암흑 에너지는 약 68퍼센트를 차지하고, 별과 행성을 이루는 보통 물질은 약 5퍼센트에 불과하다. 남은 약 27퍼센트를 채우면서 정체가 밝혀지지 않은 성분을 __ __(이)라고 한다.",우주 전체 에너지에서 암흑 물질은 약 27퍼센트를 차지해요. 암흑 에너지와 합치면 약 95퍼센트예요. 우주의 대부분이 이름만 있고 정체는 모르는 상태인 셈이죠.
,,,7,중,사지선다 (복수),우주를 이루는 성분에 대한 설명으로 알맞은 것을 모두 고르세요.,1,2,암흑 에너지는 우주 전체 에너지에서 가장 큰 비중을 차지한다.,암흑 물질은 보통 물질보다 훨씬 큰 비중을 차지한다.,별과 행성을 이루는 보통 물질이 우주 전체의 절반을 넘는다.,우주를 이루는 성분은 대부분 정체가 밝혀져 있다.,,,-,"암흑 에너지가 약 68퍼센트, 암흑 물질이 약 27퍼센트예요. 우리가 별과 행성에서 만나는 보통 물질은 약 5퍼센트뿐이죠. 지구에서 자연이라 부르는 것들이 우주 전체로 보면 아주 적은 몫이에요."
천문,1-3) 우주의 구성과 구조,A. 우주의 구성 성분,1,하,인라인,나선 은하를 관측한 결과를 정리한 설명입니다. 빈칸에 들어갈 말을 고르세요.,1,3,회전 곡선/광도 곡선/적색 편이,암흑 에너지/보통 물질/암흑 물질 헤일로,,,,,베라 루빈은 안드로메다를 비롯한 나선 은하를 관측했다. 은하 외곽의 별은 안쪽 원반의 별과 거의 같은 속도로 돌고 있었다. 이처럼 [1]이(가) 평탄하다는 결과는 빛나는 원반보다 훨씬 넓게 퍼진 [2]의 존재를 보여 준다.,은하 바깥쪽 별이 안쪽 별과 거의 같은 속도로 돈다는 것이 회전 곡선이 평탄하다는 뜻이에요. 빛나는 별과 가스만으로는 이 속도를 설명할 수 없어요. 그래서 원반보다 훨씬 넓게 퍼진 암흑 물질 헤일로가 은하를 감싸고 있다고 보게 되었죠.
,,,2,하,OX,총알 은하단의 충돌에서 주로 중력으로 상호작용한다고 추정되는 물질은 뜨거운 가스와 마찬가지로 크게 느려졌다.,X,,O,X,,,,,-,총알 은하단이 충돌할 때 전자기 상호작용을 하는 뜨거운 가스는 크게 느려졌어요. 반면 주로 중력으로 상호작용한다고 추정되는 물질은 거의 느려지지 않고 빠져나갔어요. 그래서 엑스선으로 드러난 가스의 위치와 질량의 중심이 서로 어긋나 있었죠.
,,,3,중,사지선다 (단수),중성미자가 암흑 물질의 주요 후보에서 제외된 까닭은 무엇인가요?,1,,너무 가볍고 빠르게 움직여 구조 형성을 잘 설명하지 못하기 때문이다.,전기를 띠고 있어 전자기 상호작용을 강하게 하기 때문이다.,존재가 아직 확인되지 않은 가상의 입자이기 때문이다.,원자핵과 자주 반응해 지하 검출기에 이미 잡혔기 때문이다.,,,-,중성미자도 한때 암흑 물질 후보로 검토되었어요. 그런데 너무 가볍고 빠르게 움직여서 소규모 은하와 은하단의 구조가 어떻게 생성되었는지 설명하기 어려웠어요. 그래서 지금은 무겁고 약하게 상호작용하는 입자나 액시온이 주요 후보로 꼽혀요.
,,,4,중-상,순서배열,다음 문장은 우주의 보이지 않는 성분을 밝혀 온 연구 과정을 나타냅니다. 사건이 일어난 순서대로 문장을 배열하세요.,나-라-가-다,,2006년 발표된 총알 은하단의 관측은 암흑 물질의 존재를 뒷받침하는 강력한 증거가 되었다.,1933년 프리츠 츠비키는 코마 은하단의 질량이 보이는 별과 가스만으로 설명되지 않는다고 보았다.,2020년대 중반에는 상태 방정식 변수 w가 시간에 따라 변할 가능성을 제시한 연구가 나왔다.,1998년 두 연구팀은 먼 Ia형 초신성을 관측해 우주의 팽창이 가속하고 있음을 발견했다.,,,-,"1933년 츠비키가 코마 은하단에서 처음 이상을 발견했어요. 1998년에는 초신성 관측으로 팽창의 가속이 드러났고, 2006년 총알 은하단은 암흑 물질의 강력한 증거가 되었죠. 2020년대 중반에는 암흑 에너지의 성질이 시간에 따라 변할 가능성을 제시한 연구도 나왔어요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,음의 압력,,,,,,,,"보통의 물질이라면 공간이 넓어지면서 점점 묽어진다. 그러나 상태 방정식 변수 w가 -1인 우주 상수는 공간이 팽창해도 에너지 밀도가 일정하게 유지되며, __ __(으)로 우주의 팽창을 가속시킨다.",보통의 물질은 공간이 넓어지면 묽어지지만 우주 상수는 그렇지 않아요. 상태 방정식 변수 w가 -1이면 팽창해도 에너지 밀도가 일정하게 유지돼요. 이때 음의 압력이 작용해 우주의 팽창을 밀어붙이게 돼요.
,,,6,중,사지선다 (복수),우주를 이루는 성분의 비율이 지금과 달랐다면 어떤 일이 일어났을지 추론한 설명입니다. 알맞은 것을 모두 고르세요.,1,2,암흑 물질이 더 적었다면 별과 은하가 생성되지 못했을 것이다.,암흑 에너지의 밀도가 더 컸다면 가스 구름이 뭉치기 전에 우주가 펼쳐졌을 것이다.,암흑 물질이 더 많았다면 은하들이 지금보다 천천히 뭉쳤을 것이다.,암흑 에너지가 없었다면 우주의 장기적인 진화는 지금과 같았을 것이다.,,,-,"보통 물질은 약 5퍼센트, 암흑 물질은 약 27퍼센트, 암흑 에너지는 약 68퍼센트예요. 암흑 물질이 더 많았다면 은하들이 너무 빨리 뭉쳐 다른 구조가 되었을 거예요. 암흑 에너지의 밀도가 더 컸다면 가스 구름이 뭉치기도 전에 우주가 펼쳐져 별이 태어나지 못했을 거고요."
,,,7,중-상,순서배열,다음 문장은 중력 렌즈 현상을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-다-가-라,,은하단 뒤편에서 온 빛이 호 모양이나 고리 모양으로 관측된다.,질량과 에너지가 주변의 시공간을 휘게 만든다.,빛이 휘어진 시공간을 따라 지나가면서 경로가 달라진다.,빛이 휘는 정도가 은하단의 총 질량을 알려 준다.,,,-,"질량과 에너지는 주변 시공간을 휘게 만들어요. 빛은 휘어진 시공간을 따라가기 때문에 경로가 달라지고, 은하단 뒤편의 빛이 호나 고리 모양으로 관측돼요. 휘는 정도가 총 질량을 알려 주는데, 별과 가스만으로 설명되지 않는 그 차이가 바로 암흑 물질이에요."
천문,1-3) 우주의 구성과 구조,B. 우주의 3차원 구조,1,하,인라인,별까지의 거리를 재는 방법을 정리한 설명입니다. 빈칸에 들어갈 말을 고르세요.,2,3,적색 이동/연주 시차/주기-광도 관계,커진다/일정해진다/작아진다,,,,,"지구는 태양 주위를 1년에 한 바퀴 돈다. 6개월 간격으로 같은 별을 관측하면 배경별에 견준 그 별의 위치가 조금씩 달라 보인다. 이 각도 차이의 절반을 [1](이)라고 하며, 이 값으로 별까지의 거리를 계산할 수 있다. 다만 별이 멀어질수록 각도 차이는 점점 [2].","지구가 태양 주위를 도는 동안, 가까운 별의 위치는 배경별에 견주어 조금씩 달라 보여요. 이 각도 차이의 절반이 연주 시차예요. 별이 멀수록 각도가 작아지기 때문에, 어느 거리부터는 시차로 거리를 잴 수 없어요."
,,,2,하,OX,"가이아 위성이 수만 광년 거리까지 시차를 측정할 수 있게 되면서, 지름이 약 10만 광년인 우리은하 전체를 시차만으로 잴 수 있게 되었다.",X,,O,X,,,,,-,"가이아 위성은 10억 개가 넘는 별의 시차를 마이크로각초 수준의 정밀도로 측정했어요. 그래도 시차가 닿는 거리는 수만 광년이어서, 지름이 약 10만 광년인 우리은하에 견주면 여전히 좁은 영역이에요. 더 먼 우주를 재려면 전혀 다른 종류의 방법이 필요해요."
,,,3,중,사지선다 (단수),Ia형 초신성을 표준 광원으로 사용할 수 있는 까닭은 무엇인가요?,2,,폭발할 때마다 최대 밝기가 보정 없이도 서로 똑같기 때문이다.,밝기가 줄어드는 속도로 보정하면 최대 밝기가 거의 일정해지기 때문이다.,변광 주기를 재면 이 초신성의 본래 광도를 알 수 있기 때문이다.,폭발하는 별의 질량이 클수록 최대 밝기도 함께 커지기 때문이다.,,,-,"Ia형 초신성은 백색왜성이 폭발할 때 생겨요. 가장 밝을 때의 밝기는 폭발마다 차이가 나지만, 밝기가 줄어드는 속도에 따른 효과를 보정하면 거의 일정해져요. 그래서 폭발마다 들쭉날쭉한 밝기를 그대로 두지 않고, 보정한 값을 거리의 기준으로 삼는답니다."
,,,4,중-상,순서배열,다음 문장은 천문학이 우주의 거리와 분포를 밝혀 온 과정을 나타냅니다. 사건이 일어난 순서대로 문장을 배열하세요.,나-가-라-다,,1912년 레빗은 소마젤란은하의 세페이드 변광성 25개를 분석해 주기-광도 관계를 정식으로 확립했다.,1908년 레빗은 마젤란은하의 변광성 자료에서 변광 주기가 길수록 더 밝다는 점을 시사하는 결과를 얻었다.,1980년대부터 이루어진 적색 이동 탐사로 은하들이 이루는 거대한 구조가 드러났다.,1920년대 허블은 안드로메다 성운이 우리은하 밖에 있는 독립된 은하임을 밝혔다.,,,-,"1908년 레빗은 변광 주기가 긴 변광성일수록 더 밝다는 점을 알아챘어요. 1912년에는 소마젤란은하의 자료로 그 관계를 정식으로 확립했죠. 1920년대 허블은 이 방법으로 안드로메다 성운이 우리은하 밖의 은하임을 밝혔고, 1980년대부터는 적색 이동 탐사로 은하들이 이루는 거대한 구조까지 그리게 되었어요."
