분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,4,중-상,순서배열,다음 문장은 거대 충돌 가설이 설명하는 달의 탄생 과정과 그 영향을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-라-가-다,,달의 중력이 지구의 자전축 기울기를 안정적으로 붙든다,화성 크기의 원시 행성이 원시 지구에 충돌한다,지구의 기후가 오랜 기간 크게 흔들리지 않고 유지된다,원시 지구에서 떨어져 나온 파편들이 지구 궤도에 모여 달을 이룬다,,,-,거대 충돌 가설은 약 45억 년 전 화성 크기의 원시 행성 테이아가 원시 지구에 부딪쳤다고 봐요. 지구와 달의 산소 동위원소 비율이 거의 같다는 점이 두 천체가 같은 재료로 만들어졌다는 근거죠. 그렇게 생긴 달은 지구의 자전축이 크게 흔들리지 않도록 붙들어 주는 역할도 한답니다.
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,오무아무아,,,,,,,,"인류가 처음으로 확인한, 태양계 밖에서 날아온 성간 천체가 있다. 태양 중력과 복사압을 합쳐도 설명되지 않는 가속을 보인 이 천체를 _____(이)라고 부른다.","오무아무아는 하와이어로 '먼 곳에서 온 첫 번째 전령'이라는 뜻이에요. 태양 중력과 복사압을 합쳐도 설명되지 않는 가속이 가장 큰 수수께끼였죠. 보이지 않는 가스를 내뿜었다는 해석도, 극도로 얇은 막 형태라 복사압을 더 강하게 받았다는 가설도 있답니다."
,,,6,중,사지선다 (복수),소행성과 혜성에 대한 설명으로 옳은 것을 모두 고르세요.,2,3,혜성은 태양에서 멀어질수록 가스와 먼지를 더 많이 뿜어낸다,소행성은 주로 화성과 목성의 궤도 사이에 분포한다,소행성과 혜성에서 아미노산 같은 유기 분자가 발견된 적이 있다,암석질 천체는 크기가 작을수록 자체 중력으로 구형을 유지하기 쉽다,,,-,"소행성은 주로 화성과 목성 궤도 사이의 소행성대에 분포하는 암석 천체예요. 혜성은 태양에 가까워질 때 가스와 먼지를 뿜어 꼬리를 만들고, 암석질 천체는 대략 수백 킬로미터 이상이 되어야 자체 중력으로 구형을 유지하죠. 일부 소행성과 혜성에서 아미노산이 발견되어 생명의 재료가 우주에서 왔을 가능성도 이야기된답니다."
,,,7,중-상,순서배열,다음 문장은 지구를 이루는 원소들이 거쳐 온 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-가-라-나,,"별 내부에서 수소가 타면서 탄소와 산소, 철 같은 무거운 원소가 생성된다",우주 공간에 퍼져 있던 원소들이 다시 모여 태양과 태양계를 이룬다,우주에 가장 가벼운 원소인 수소와 헬륨이 생성된다,별이 폭발하면서 별 내부에서 생성된 원소들이 우주 공간으로 흩어진다,,,-,"빅뱅 이후 우주에는 수소와 헬륨이 먼저 만들어졌어요. 별이 그 수소를 태워 탄소와 산소, 철 같은 무거운 원소를 만들었고, 폭발과 함께 우주로 흩뿌렸죠. 지구를 이루는 원소들은 수십억 년 전에 죽은 별들이 남긴 유산이랍니다."
지구환경,6-1) 태양계와 지구의 탄생 -왜 이 행성인가,C. 행성지질학,1,하,인라인,태양계 암석형 행성들이 탄생 이후 공통으로 겪은 과정입니다. 빈칸에 들어갈 말을 고르세요.,2,1,낮은/높은/일정한,행성 분화/비교행성학/판 구조 운동,,,,,"암석형 행성은 탄생 과정에서 발생한 열에 전체가 녹아내렸다. 녹은 내부에서 밀도가 [1] 철과 니켈이 중심으로 가라앉아 핵을 이루었고, 가벼운 암석 성분은 맨틀과 지각이 되었다. 이러한 과정을 [2](이)라고 한다.","무거운 금속이 중심으로 가라앉고 가벼운 암석이 바깥에 남는 과정을 행성 분화라고 해요. 지구와 화성, 수성은 물론 위성인 달까지 모두 이 과정을 겪었죠. 분화는 공통된 출발점이었지만, 그 이후의 운명은 천체마다 크게 갈렸답니다."
,,,2,하,OX,지구에 해양이 남고 화성에서 물이 사라진 결정적 차이는 두 행성의 물이 서로 다른 곳에서 왔다는 점이다.,X,,O,X,,,,,-,"두 행성을 가른 것은 물의 출신지가 아니라, 물이 머물 수 있었는지였어요. 지구 초기의 물이 어디에서 왔는지는 아직 연구가 이어지는 주제이고, 소행성이 실어 왔다는 가설이 유력하죠. 화성에도 한때 물이 있었다는 증거가 지표에 남아 있답니다."
,,,3,중,사지선다 (단수),달에서 발생한 지진의 진동은 지구에서보다 훨씬 오래 이어집니다. 그 까닭으로 알맞은 것은 무엇인가요?,3,,달 내부에 물이 풍부해 진동이 잘 전달되기 때문이다,달 중심부의 금속 핵이 지금도 활발히 대류하기 때문이다,달 내부가 건조하고 상부 지각이 잘게 부서져 있기 때문이다,달의 판들이 서로 부딪치며 진동을 새로 만들어 내기 때문이다,,,-,"달 내부는 지구보다 훨씬 건조하고, 오랜 충돌로 상부 지각이 잘게 부서져 있어요. 그래서 진동이 흡수되지 못한 채 갈라진 틈을 타고 흩어지며 수십 분씩 남기도 하죠. 오래 흔들리는 달은 사실 내부 활동이 거의 멈춘 천체랍니다."
,,,4,중-상,순서배열,다음 문장은 화성이 대기를 잃어 온 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-나-라-가,,태양풍에 그대로 노출된 대기가 서서히 우주로 빠져나간다,액체 상태였던 금속 핵의 대류가 멈춘다,지구보다 작은 행성의 내부 열이 빠르게 식는다,행성을 감싸고 있던 자기장이 사라진다,,,-,"화성은 지구보다 작아서 내부 열을 빨리 잃었어요. 핵의 대류가 멈추자 그 대류가 만들어 내던 자기장도 사라졌고, 대기는 태양풍에 그대로 노출되어 우주로 날아갔죠. 지금 화성의 대기압은 지구의 약 0.6퍼센트에 불과하답니다."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,비교행성학,,,,,,,,"지구 하나만 들여다보면 보이지 않던 것이 이웃 천체와 나란히 놓으면 드러난다. 화성과 달, 금성을 지구와 견주어 지구 자신을 이해하려는 이 분야를 _____(이)라고 부른다.","비교행성학은 행성들을 서로 비교해 지구를 이해하려는 분야예요. 화성과 달, 금성은 지구와 비슷한 재료로 만들어졌지만 전혀 다른 방향으로 진화했죠. 그 차이를 들여다보는 것이 곧 지구를 이해하는 길이랍니다."
,,,6,중,사지선다 (복수),지구에서 일어나는 판 구조 운동에 대한 설명으로 옳은 것을 모두 고르세요.,2,4,지각과 맨틀 최상부가 하나로 굳어 있어 갈라지지 않는다,맨틀 대류와 섭입하는 판의 당김이 판의 움직임을 이끈다,태양계 암석형 행성 가운데 금성에서도 같은 운동이 확인된다,이산화 탄소를 지하로 돌려보내고 화산을 통해 다시 내보낸다,,,-,"지구의 판 운동은 맨틀 대류와 섭입하는 판의 당김이 이끌어요. 이 운동은 지진과 화산을 일으키는 데 그치지 않고, 이산화 탄소를 지하로 돌려보냈다가 화산을 통해 다시 내보내는 탄소 순환의 핵심 고리이기도 하죠. 화성과 금성에서는 지구와 같은 판 구조 활동이 확인되지 않는답니다."
,,,7,중-상,순서배열,다음 문장은 화성 내부의 진동을 관측한 과정을 나타냅니다. 관측이 진행되는 순서대로 배열하세요.,나-라-가-다,,지진계가 화성 내부에서 올라오는 미세한 진동을 감지한다,무인 착륙선이 화성 표면에 내려앉는다,기록된 신호의 규모와 지속 시간을 달의 지진 기록과 견준다,착륙선이 화성의 땅 위에 지진계를 설치한다,,,-,"인사이트는 화성 땅속에 귀를 대기 위해 지진계를 싣고 갔어요. 2019년에 처음 감지한 신호는 몹시 희미했지만, 그 규모와 긴 지속 시간이 아폴로 시대에 기록된 달의 지진과 닮아 있었죠. 지구에서 개발한 방법으로 화성 내부를 처음 직접 들은 순간이었답니다."
천문,6-1) 태양계와 지구의 탄생 -왜 이 행성인가,D. 우주생명현상,1,하,인라인,다음은 지구의 생명에게 물이 필요한 이유를 설명한 것입니다. 빈칸에 들어갈 말을 고르세요.,1,2,용매/촉매/전해질,고체/액체/기체,,,,,지구에서 확인된 생명은 모두 물을 필요로 한다. 물이 여러 유기 분자를 녹여 세포 안의 화학 반응이 일어나게 하는 뛰어난 [1]이기 때문이다. 그래서 다른 천체를 살필 때도 [2] 상태의 물이 있는지를 가장 먼저 확인한다.,물은 다양한 유기 분자를 녹이는 뛰어난 용매예요. 무언가를 녹여 반응이 일어나게 하려면 물이 액체 상태여야 하죠. 그래서 천문학자들이 외계 생명을 찾을 때 가장 먼저 던지는 질문이 액체 상태의 물이 있느냐랍니다.
,,,2,하,OX,"극한 환경에 사는 생명체가 새로 발견될수록, 생명이 살아남을 수 있다고 여겨지는 환경의 범위는 더 좁아진다.",X,,O,X,,,,,-,"극한 생물이 새로 발견될 때마다 생명이 생존 가능하다고 여겨지는 환경의 범위는 오히려 넓어져요. 지구의 생명은 펄펄 끓는 온천과 강한 산성 환경, 방사선이 쏟아지는 곳에서도 살아남거든요. 그만큼 우주의 혹독한 환경에도 생명이 있을 수 있다는 추론이 힘을 얻는답니다."
,,,3,중,사지선다 (단수),"수많은 별과 그 주위의 행성을 생각하면 지적 생명체가 지구에만 있을 리 없지만, 우리는 아직 그 증거를 찾지 못했습니다. 이 상황을 가리키는 말은 무엇인가요?",3,,화학진화론,드레이크 방정식,페르미 역설,RNA 세계 가설,,,-,"물리학자 엔리코 페르미가 동료에게 던졌다고 알려진 '그들은 모두 어디 있는가'라는 물음에서 나온 이름이에요. 천문학자 프랭크 드레이크가 제안한 드레이크 방정식은 이 물음에 답을 주는 것이 아니라, 우리은하에서 통신 가능한 문명의 수를 여러 확률의 곱으로 추정하는 공식이죠. 그 가운데 생명 발생 확률과 문명 존속 기간은 지구 하나의 사례뿐이라 사실상 알 수 없는 값이랍니다."
,,,4,중-상,순서배열,다음 문장은 목성의 위성 유로파에서 일어나는 일을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-가-나-라,,유로파 내부에서 변형이 반복되며 마찰열이 발생한다,얼음으로 덮인 표면 아래에서 바다가 액체 상태로 유지된다,목성의 강한 조석력이 유로파를 주기적으로 변형시킨다,유로파의 바닷속에 지구 심해 열수분출공과 비슷한 환경이 있을 수 있다,,,-,"목성의 조석력이 유로파를 주기적으로 변형시키면 내부에 마찰열이 생겨요. 이 열이 얼음 아래의 바다를 액체 상태로 유지해 주죠. 태양 에너지가 없어도 조석 가열이 생명에 필요한 화학 반응을 뒷받침할 수 있다면, 거주 가능 지대의 경계를 다시 그려야 할지도 몰라요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,범종설,,,,,,,,운석에서 아미노산 같은 유기 분자가 발견된 적이 있다. 미생물이나 포자 같은 생명의 씨앗이 소행성이나 혜성에 실려 지구로 왔을 수 있다고 보는 가설을 ___(이)라고 한다.,범종설은 지구 생명이 우주에서 건너온 씨앗에서 시작되었을 수 있다고 보는 가설이에요. 성간 천체 오무아무아는 항성계 사이를 오가는 천체가 실제로 있다는 것을 보여 주었죠. 다만 그 씨앗 자체가 어디서 처음 생겨났는지는 여전히 남는 질문이랍니다.
,,,6,중,사지선다 (복수),우주에 있는 생명의 재료와 RNA에 대한 설명으로 옳은 것을 모두 고르세요.,2,3,성간 가스 구름에서 유기 분자가 확인된 사례는 아직 없다,"별이 우주로 내보낸 탄소와 질소, 산소는 성간 가스 구름에서 여러 분자를 이룬다",일부 RNA는 유전정보를 저장하면서 반응을 촉진하는 기능도 함께 가질 수 있다,RNA 세계 가설은 실험으로 완전히 확인되어 생명의 기원 문제를 해결했다,,,-,"성간 공간에서는 이미 수백 종의 유기 분자가 확인되었어요. 별이 일생 동안 내보낸 탄소와 질소, 산소가 성간 가스 구름에서 여러 분자를 이룬 결과죠. RNA는 유전정보를 저장하면서 일부는 효소처럼 반응을 촉진할 수 있어 주목받지만, RNA 세계 가설도 아직 실험으로 완전히 확인되지는 않았답니다."
,,,7,중-상,순서배열,다음 문장은 토성의 위성 엔켈라두스를 조사한 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-가-라-나,,카시니 탐사선이 간헐천에서 뿜어져 나온 물질의 성분을 조사한다,거주 가능 지대 밖의 엔켈라두스에도 생명의 재료가 있을 가능성이 드러난다,엔켈라두스 남극 부근에서 수증기와 얼음 알갱이가 우주로 뿜어져 나온다,"분출된 물질에서 수소와 이산화 탄소, 유기 분자가 검출된다",,,-,"엔켈라두스는 남극 근처에서 수증기와 얼음 알갱이를 우주로 뿜어내요. 덕분에 카시니 탐사선은 위성 내부로 들어가지 않고도 그 물질의 성분을 조사할 수 있었죠. 거기서 검출된 수소와 이산화 탄소, 유기 분자는 지구 심해 열수분출공 주변에서 생명활동을 가능하게 하는 화학 반응의 재료랍니다."
지구환경,6-2) 지구시스템,A. 지구시스템(개관),1,하,인라인,지구시스템을 이루는 권역을 설명한 문장입니다. 빈칸에 들어갈 말을 고르세요.,2,1,기권/수권/지권,빙권/생물권/지권,,,,,"해양과 강, 지하수와 빙하처럼 지구에 존재하는 물은 모두 [1]에 속한다. 그 가운데 빙하처럼 얼어붙은 물만 따로 묶어 [2](으)로 구분하기도 한다.","지구는 지권, 수권, 기권, 생물권의 네 권역으로 이루어져 있어요. 물이 모여 있는 영역이 수권이고, 그중 얼어 있는 부분만 따로 빙권이라고 불러요. 이런 구분은 편의를 위한 것일 뿐, 실제 권역들은 끊임없이 서로 영향을 주고받는답니다."
,,,2,하,OX,지구 대기에 들어 있는 산소는 지구가 형성될 때부터 대기에 존재하던 것이다.,X,,O,X,,,,,-,지구 대기의 산소는 우주에서 주어진 것이 아니에요. 약 24억 년 전 남세균이 광합성으로 산소를 만들어 내기 시작하면서 대기 조성이 근본적으로 바뀌었죠. 생물권은 지구시스템의 수동적 구성원이 아니라 시스템 자체를 바꿔 온 주체랍니다.
,,,3,중,사지선다 (단수),오늘날의 온실 효과는 100여 년 전보다 강화된 상태입니다. 그 원인으로 가장 적절한 것은 무엇인가요?,4,,태양에서 지구로 오는 에너지의 양이 지난 100여 년 사이에 크게 늘어났다.,지구 내부의 열이 맨틀 대류를 통해 지표로 빠르게 전달되었다.,대기의 수증기가 줄어 지표가 내보낸 적외선이 그대로 우주로 빠져나갔다.,인류가 배출한 온실 가스가 지구시스템의 자연적인 흡수량을 웃돌아 축적되었다.,,,-,"온실 효과 자체는 지구를 살 만한 곳으로 만드는 필수 조건이에요. 온실 효과가 전혀 없다면 지구의 평균 기온은 지금보다 섭씨 약 33도 낮았을 것으로 추정되거든요. 문제는 산업화 이후 인류가 배출한 온실 가스가 자연적인 흡수량을 계속 웃돌면서 대기에 쌓였다는 점이에요. 지구에는 기온 상승을 억제하는 되먹임도 있지만, 그 조절에는 한계가 있답니다."
,,,4,중-상,순서배열,다음 문장은 대기 중 이산화 탄소가 해저의 암석에 저장되기까지의 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,풍화로 빠져나온 물질이 강을 따라 해양으로 운반된다.,대기 중 이산화 탄소가 빗물에 녹아 약한 산이 된다.,해양에 녹아든 탄소가 탄산염 암석으로 굳어 해저에 퇴적된다.,약한 산이 규산염 암석을 서서히 풍화시킨다.,,,-,"지질학적 시간에서 탄소는 대기와 암석 사이를 오가요. 빗물에 녹은 이산화 탄소가 약한 산이 되어 규산염 암석을 풍화시키고, 강을 따라 바다로 간 탄소는 탄산염 암석이 되어 해저에 쌓여요. 해저에 쌓인 퇴적암은 판을 따라 지각 아래로 섭입되었다가 화산에서 다시 대기로 돌아온답니다."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,수문순환,,,,,,,,"해양에서 증발한 수증기는 기권으로 올라가 구름이 되고, 비나 눈으로 내린 뒤 강과 지하수를 거쳐 다시 해양으로 돌아온다. 물이 권역 사이를 이렇게 오가는 과정을 ____(이)라고 한다.",물은 해양에서 증발해 기권으로 올라갔다가 비와 눈으로 내려 다시 해양으로 돌아와요. 이 과정에서 물은 암석을 풍화시키고 영양염을 실어 날라요. 그래서 물의 순환은 지권과 생물권을 잇는 매개체가 된답니다.
,,,6,중,사지선다 (복수),지구시스템을 움직이는 두 에너지에 대한 설명으로 옳은 것을 모두 고르세요.,2,3,태양 에너지가 맨틀을 대류시켜 판을 움직이는 원동력이 된다.,지구 내부의 열은 방사성 원소의 붕괴와 형성 당시 남은 열에서 비롯된다.,태양 에너지는 해수를 증발시켜 대기에 수증기를 공급한다.,두 에너지는 서로 같은 시간 규모로 지구의 모습을 바꾼다.,,,-,"지구시스템은 태양과 지구 내부의 열이라는 두 에너지로 움직여요. 태양 에너지는 해수를 증발시켜 바람과 구름, 비를 만들고 식물의 광합성에도 쓰이죠. 반면 내부 열은 맨틀을 대류시켜 판을 움직이는데, 태양 에너지가 하루 단위로 날씨를 바꾸는 것과 달리 수억 년에 걸쳐 대륙의 배치를 바꾼답니다."
,,,7,중-상,순서배열,다음 문장은 화산 폭발의 영향이 권역의 경계를 넘어 퍼지는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-가-라-나,,대기 중 이산화 탄소가 늘어나 지구의 복사 균형과 기후가 달라진다.,빙하가 녹아 흘러나온 물이 생물권의 서식 환경을 바꾼다.,지권에 있던 이산화 탄소가 화산 폭발을 통해 기권에 더해진다.,기후 변화로 수권의 빙하가 녹는다.,,,-,"화산이 폭발하면 지권에 갇혀 있던 이산화 탄소가 기권으로 나와요. 대기 조성이 바뀌면 복사 균형과 기후가 달라지고, 그 변화는 수권의 빙하를 녹여 생물권의 서식 환경까지 바꾸죠. 이렇게 원인과 결과의 고리가 권역의 경계를 가로지르는 것이 바로 지구시스템이에요."
지구환경,6-2) 지구시스템,B. 권역간 상호작용,1,하,인라인,해류가 지구의 열을 옮기는 과정을 설명한 문장입니다. 빈칸에 들어갈 말을 고르세요.,2,1,심해/극지방/대륙 내부,따뜻하다/건조하다/서늘하다,,,,,"적도 부근의 해수가 흡수한 태양 에너지는 해류를 따라 [1](으)로 옮겨진다. 이 열 수송 덕분에 지구의 열 불균형이 줄어들고, 북유럽은 같은 위도의 다른 지역보다 [2].",적도는 태양 에너지를 많이 받고 극지방은 적게 받아요. 해류는 그 열을 적도에서 극지방으로 실어 날라 지구의 열 불균형을 완화하죠. 멕시코만류 덕분에 북유럽이 같은 위도의 다른 지역보다 훨씬 따뜻한 것이 대표적인 예랍니다.
,,,2,하,OX,"기후 변화로 빙하가 녹아 해양에 담수가 많이 흘러들면, 심층 해수가 더 활발하게 형성되어 전 지구 해양 순환이 빨라진다.",X,,O,X,,,,,-,"해양의 심층 순환은 밀도가 큰 해수가 가라앉으면서 시작돼요. 담수가 많이 흘러들면 표층 해수의 염분이 낮아져 밀도가 잘 커지지 않죠. 그래서 심층 해수가 잘 만들어지지 않고, 해양 순환은 오히려 느려지거나 불안정해질 수 있답니다."
,,,3,중,사지선다 (단수),열대 태평양의 해수면 온도 변동은 그 지역의 기상 현상으로 끝나지 않습니다. 세계 여러 지역의 날씨까지 바뀌는 이유로 가장 적절한 것은 무엇인가요?,4,,달라진 해수면 온도가 해류를 타고 전 세계 바다로 그대로 옮겨 가기 때문이다.,열대 태평양이 지구 전체 해양 면적의 대부분을 차지하기 때문이다.,해수면 온도가 오를 때 바닷물에 녹아 있던 온실 가스가 한꺼번에 빠져나오기 때문이다.,해수면 온도 변동에 따라 해양과 대기의 순환 패턴 전체가 흐트러지기 때문이다.,,,-,"엘니뇨는 열대 태평양의 해수면 온도를 1~2도 바꾸는 데서 시작해요. 그 작은 차이가 해양과 대기의 순환 패턴 전체를 흐트러뜨리죠. 그래서 동남아시아에는 가뭄이, 남아메리카에는 폭우가 오고 세계 어획량과 식량 공급까지 흔들린답니다."
,,,4,중-상,순서배열,다음 문장은 대규모 화산 폭발이 전 지구의 기온을 낮추는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-가-라-다,,성층권에 도달한 이산화황 기체가 황산염 에어로졸 입자를 형성한다.,화산 폭발로 분출된 이산화황 기체가 성층권까지 치솟는다.,지구를 뒤덮은 에어로졸 입자가 태양빛을 반사해 전 지구 평균 기온이 낮아진다.,황산염 에어로졸 입자가 안정적인 성층권 안에서 멀리 퍼져 지구 전체를 뒤덮는다.,,,-,"1991년 피나투보 화산 폭발은 지권에서 시작된 일이 기권과 기후를 어떻게 바꾸는지 잘 보여 줘요. 성층권까지 올라간 이산화황은 황산염 에어로졸이 되어 지구를 뒤덮었죠. 이 입자들이 태양빛을 반사하면서 약 1~2년간 전 지구 평균 기온이 섭씨 약 0.5도 낮아졌고, 그해 여름 전 세계 농작물 수확량까지 영향을 받았답니다."
