분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-1) 태양계와 지구의 탄생 -왜 이 행성인가,C. 행성지질학,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
천문,6-1) 태양계와 지구의 탄생 -왜 이 행성인가,D. 우주생명현상,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-2) 지구시스템,A. 지구시스템(개관),1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-2) 지구시스템,B. 권역간 상호작용,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-3) 지구 내부와 판구조,A. 고체지구의 물성,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-3) 지구 내부와 판구조,B. 화산: 지구 물질 순환의 통로,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-3) 지구 내부와 판구조,C. 지진 및 지구물리,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-4) 대기와 날씨,A. 지구와 대기,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-4) 대기와 날씨,B. 대기의 순환,1,하,인라인,기온이 달라지면 공기의 밀도와 기압도 함께 변합니다. 빈칸에 알맞은 말을 고르세요.,2,1,저기압/고기압/용승,바람/제트류/전향력,,,,,기온이 낮아져 공기가 수축하면 밀도가 높아지면서 [1]이 발달한다. 기압이 서로 다른 두 지역 사이에서 공기가 이동하는 흐름을 [2](이)라고 한다.,"기온이 낮아지면 공기가 수축해 밀도와 기압이 높아지고, 이런 곳이 고기압이에요. 반대로 기온이 높아져 공기가 팽창하면 저기압이 되죠. 공기가 고기압에서 저기압 쪽으로 이동하는 흐름이 바로 바람이에요."
,,,2,하,OX,제트류는 남북 간의 온도 차이가 클수록 강해진다.,O,,O,X,,,,,-,제트류는 남북 간 온도 차이를 동력으로 삼는 강한 편서풍의 띠예요. 온도 차가 클수록 더 빠르게 흘러 최대 풍속이 시속 400킬로미터를 넘기도 해요. 그래서 북극이 따뜻해져 온도 차가 줄면 제트류가 달라질 수 있다는 논의가 이어지고 있어요.
,,,3,중,사지선다 (단수),"태풍은 북반구에서 반시계 방향으로, 남반구에서 시계 방향으로 회전합니다. 이러한 차이가 나타나는 까닭으로 알맞은 것을 고르세요.",4,,대륙과 해양의 가열 속도 차이가 반구마다 다르기 때문이다.,해들리 순환의 상승 기류가 반구마다 반대로 나타나기 때문이다.,남북 간 온도 차이가 커져 제트류가 반구마다 다르게 흐르기 때문이다.,지구 자전에 따른 전향력이 반구마다 반대로 작용하기 때문이다.,,,-,"전향력은 북반구에서 오른쪽, 남반구에서 왼쪽으로 공기를 휘게 해요. 그래서 저기압으로 모여드는 바람의 회전 방향이 반구마다 반대가 되죠. 태풍의 회전 방향도 같은 이유로 갈려요."
,,,4,중-상,순서배열,다음 문장은 위도 30도 부근에 큰 사막이 자리하는 이유를 설명한 것입니다. 설명의 흐름에 맞게 배열하세요.,나-라-가-다,,북위 약 30도 부근에서 공기가 하강하며 아열대 고압대가 형성된다.,적도 지방은 태양 복사 에너지를 많이 받아 공기가 뜨거워진다.,아열대 고압대 아래의 지표는 강수량이 적어 사막이 자리한다.,뜨거워진 적도 부근의 공기가 상승해 고위도 쪽으로 이동한다.,,,-,"적도에서 데워진 공기가 상승해 고위도로 이동하다가 위도 30도 부근에서 하강해요. 공기가 하강하는 이 위도대에 아열대 고압대가 형성되고, 그 아래 지표는 강수량이 적어요. 사하라와 아라비아, 오스트레일리아 중부의 사막이 모두 이 위도대에 자리해요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,라니냐,,,,,,,,태평양의 무역풍과 동태평양의 용승이 평상시보다 강해지면 동태평양 해수면이 더욱 차가워진다. 엘니뇨와 번갈아 나타나는 이 차가운 국면을 ___(이)라고 한다.,라니냐는 엘니뇨와 반대되는 국면이에요. 무역풍과 동태평양의 용승이 평상시보다 강해져 바다 표면이 더 차가워지죠. 엘니뇨와 라니냐는 번갈아 나타나며 전 세계 기후 변동을 이끌어요.
,,,6,중,사지선다 (복수),지구 규모의 대기 순환에 대한 설명으로 옳은 것을 모두 고르세요.,2,3,지구의 대기 순환은 대류권을 벗어난 높은 곳에서만 일어난다.,적도와 극지방이 받는 태양 복사 에너지의 불균형이 순환을 일으킨다.,대류권에서 공기가 수평과 수직으로 순환하며 열을 재분배한다.,적도와 극지방의 기온 차이가 사라져야 대기 순환이 시작된다.,,,-,"적도는 태양 복사 에너지를 많이 받고 극지방은 적게 받아요. 이 불균형이 지구 규모의 대기 순환을 일으키고, 공기는 대류권 전체에서 수평과 수직으로 움직이며 열을 재분배해요. 기온 차이가 이어지는 한 순환도 계속돼요."
,,,7,중-상,순서배열,다음 문장은 여름에 바다에서 육지로 습한 바람이 부는 이유를 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,라-나-다-가,,아시아 남부와 동남아시아에 많은 여름 강수가 내려 농업을 뒷받침한다.,뜨거워진 대륙 위의 공기가 팽창하면서 기압이 낮아진다.,기압이 높은 해양에서 기압이 낮은 육지로 습한 공기가 이동한다.,여름에 대륙이 해양보다 빠르게 가열되어 온도가 높아진다.,,,-,같은 햇빛을 받아도 대륙은 바다보다 훨씬 빨리 데워져요. 대륙 위 공기가 팽창해 기압이 낮아지면 바다에서 육지로 습한 공기가 밀려오죠. 아시아 남부의 여름 강수가 수십억 인구의 농업을 뒷받침하는 이유예요.
지구환경,6-4) 대기와 날씨,C. 일기 분석과 예측,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-5) 해양,A. 해저 지형과 자원,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-5) 해양,B. 해양의 순환과 규칙적 리듬,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-5) 해양,C. 해수의 성분과 탄소 및 산소 순환,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-5) 해양,D. 해양의 생명과 생태계,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-6) 지구의 진화,A. 지구의 기록,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
지구환경,6-6) 지구의 진화,B. 고기후와 고환경,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,6-7) 용액의 화학,A. 용액의 성질,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,6-7) 용액의 화학,B. 용액이 촉발하는 변화,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,6-7) 용액의 화학,C. 콜로이드,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,6-7) 용액의 화학,D. 수용액 평형,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
