분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,4,중-상,순서배열,다음 문장은 고전 물리학으로 원자를 설명할 때 생기는 문제를 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-가-라-나,,공전하는 전자는 가속 운동을 하는 전하이므로 에너지를 잃는다,고전 물리학을 그대로 따르면 원자는 순식간에 무너진다,전자가 원자핵 주위를 공전한다고 보는 원자 모형이 널리 받아들여졌다,에너지를 잃은 전자는 나선을 그리며 원자핵으로 빨려 들어간다,,,-,고전 물리학에서는 가속 운동을 하는 전하가 에너지를 잃어요. 전자가 핵 주위를 공전한다면 에너지를 잃고 나선을 그리며 핵으로 빨려 들어가야 하지요. 원자가 실제로는 멀쩡하다는 사실이 고전 물리학의 한계를 드러냈답니다.
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,오비탈,,,,,,,,"에르빈 슈뢰딩거가 세운 파동 방정식의 해는 전자가 도는 하나의 궤도를 알려 주지 않는다. 그 대신 전자를 발견할 확률이 공간에 어떻게 퍼져 있는지를 보여 주는데, 이 분포를 ___(이)라고 한다.",오비탈은 전자가 어디에 있는지가 아니라 어디에서 발견될 가능성이 큰지를 알려 줘요. 에르빈 슈뢰딩거의 파동 방정식이 내놓은 해가 바로 이 확률 분포예요. 전자는 정해진 길을 도는 작은 공이 아니랍니다.
,,,6,중,사지선다 (복수),닐스 보어가 제안한 원자 모형에 대한 설명으로 옳은 것을 모두 고르세요.,1,3,전자가 특정 에너지 준위에서만 존재한다고 보았다,전자가 여러 개인 원자에도 그대로 잘 들어맞았다,수소에서 나타나는 선 스펙트럼을 설명해 냈다,원자핵이 중심에 있다는 생각을 버리고 구조를 새로 세웠다,,,-,닐스 보어는 전자가 특정 에너지 준위에서만 존재한다고 제안해 수소의 선 스펙트럼을 설명했어요. 하지만 전자가 여러 개인 원자에는 잘 들어맞지 않았지요. 전자를 궤도 위의 작은 행성처럼 보는 생각 자체를 바꿔야 했답니다.
,,,7,중-상,순서배열,다음 문장은 전자를 좁은 틈 두 개에 쏘는 실험에서 일어나는 일을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-다-가-라,,가림막의 어느 틈을 지나는지 확인하는 감지기가 전자와 상호작용한다,전자를 두 개의 좁은 틈이 있는 가림막을 향해 하나씩 쏜다,스크린에 파동이 두 틈을 동시에 지난 것 같은 간섭무늬가 나타난다,간섭무늬가 사라지고 전자는 하나의 틈만 통과한 것처럼 행동한다,,,-,전자를 하나씩 쏘아도 스크린에는 간섭무늬가 쌓여요. 파동처럼 두 틈을 동시에 지난 것 같은 결과지요. 그런데 어느 틈을 지났는지 확인하려는 순간 전자가 측정 장치와 상호작용하면서 간섭무늬가 사라진답니다.
화학,3-2) 원소의 지도 — 주기율표,A. 원소의 주기적 성질,1,하,인라인,주기율표가 어떤 기준으로 만들어졌는지 설명한 문장입니다. 빈칸에 알맞은 말을 고르세요.,3,1,질량수/원자량/원자 번호,족/주기/껍질,,,,,드미트리 멘델레예프는 원소를 원자량 순으로 줄 세웠지만 코발트와 니켈에서 순서가 어긋났다. 원소를 배열하는 진짜 기준은 원자핵 속 양성자수를 그대로 나타낸 [1](이)다. 성질이 비슷한 원소들은 주기율표의 같은 세로줄에 놓여 같은 [2](으)로 분류된다.,"원소를 줄 세우는 진짜 기준은 원자량이 아니라 원자핵 속 양성자수예요. 헨리 모즐리가 엑스선 실험으로 이 사실을 밝혔고, 양성자수를 그대로 쓴 값이 원자 번호예요. 가장 바깥쪽 전자 배치가 같은 원소들은 같은 세로줄에 모여 같은 족이 돼요."
,,,2,하,OX,비활성 기체인 헬륨과 네온이 다른 원소와 거의 반응하지 않는 것은 가장 바깥쪽 전자 껍질이 비어 있기 때문이다.,X,,O,X,,,,,-,"비활성 기체가 잘 반응하지 않는 이유는 껍질이 비어서가 아니라, 가장 바깥쪽 전자 껍질이 이미 최대로 채워져 있기 때문이에요. 더 채울 자리가 없으니 다른 원소와 전자를 주고받을 이유도 적은 거예요. 반대쪽 끝의 알칼리 금속은 바깥 껍질에 s 전자가 하나뿐이라 물과도 쉽게 반응해요."
,,,3,중,사지선다 (단수),"리튬과 나트륨, 칼륨은 모두 물과 쉽게 반응합니다. 세 원소가 이런 공통점을 보이는 이유는 무엇인가요?",4,,원자핵 속 양성자수가 서로 같아 같은 무리로 묶인다.,원자량이 서로 비슷해 주기율표에서 이웃한 자리에 놓인다.,원자핵의 양전하가 커서 전자를 매우 단단히 붙잡는다.,가장 바깥쪽 전자 껍질에 s 전자가 하나만 들어 있다.,,,-,"리튬과 나트륨, 칼륨은 모두 가장 바깥쪽 전자 껍질에 s 전자를 하나만 갖고 있어요. 이 전자 하나를 쉽게 내어놓기 때문에 물과 잘 반응해요. 같은 족 안에서도 아래로 내려갈수록 반응이 거세져서, 칼륨은 물과 만나면 보랏빛 불꽃을 내며 폭발해요."
,,,4,중-상,순서배열,다음 문장은 드미트리 멘델레예프가 주기율표를 만들고 그 예측이 확인되기까지의 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-가-라-나,,멘델레예프는 패턴을 유지하려고 표에 빈자리를 남기고 그 자리에 올 원소의 성질을 예측했다.,자연에는 원소를 배열하는 고유한 질서가 있다는 사실이 분명해졌다.,멘델레예프는 원소를 원자량 순으로 늘어놓아 비슷한 성질이 되풀이되는 패턴을 찾아냈다.,"표의 빈자리에 해당하는 갈륨과 스칸듐, 저마늄이 발견되어 그 성질이 예측과 거의 일치했다.",,,-,"드미트리 멘델레예프가 남달랐던 점은 표를 채운 것이 아니라 빈자리를 남긴 것이에요. 되풀이되는 패턴을 믿고 아직 발견되지 않은 원소의 원자량과 밀도, 반응성까지 미리 적어 두었죠. 갈륨과 스칸듐, 저마늄이 차례로 발견되며 예측이 맞았고, 자연에 원소를 배열하는 질서가 있다는 사실이 확인되었어요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,쌓음 원리,,,,,,,,"전자는 1s, 2s, 2p, 3s처럼 에너지가 낮은 오비탈부터 차례로 채워진다. 전자가 채워지는 이 규칙을 __ __(이)라고 한다.","전자는 아무 자리에나 들어가지 않고 에너지가 낮은 오비탈부터 차례로 채워져요. 이 규칙을 쌓음 원리라고 하고, 오비탈 하나에는 전자가 최대 두 개까지 들어가요. 이렇게 완성된 전자 배치가 그 원소의 화학적 성질을 결정해요."
,,,6,중,사지선다 (복수),이온화 에너지와 전기음성도에 대한 설명으로 옳은 것을 모두 고르세요.,2,3,이온화 에너지는 주기율표에서 아래로 내려갈수록 커진다.,핵에서 멀리 떨어진 전자일수록 떼어 내는 데 드는 에너지가 작다.,전기음성도는 공유된 전자를 자기 쪽으로 끌어당기는 세기를 나타낸다.,폴링 척도에서 세슘은 플루오린보다 더 큰 값을 나타낸다.,,,-,"이온화 에너지는 주기율표에서 오른쪽으로 갈수록 커지고 아래로 내려갈수록 작아져요. 핵에서 멀어진 전자일수록 붙잡히는 힘이 약해 떼어 내기 쉽기 때문이에요. 전기음성도는 공유된 전자를 끌어당기는 세기이고, 폴링 척도에서 플루오린이 약 3.98로 가장 크며 세슘은 가장 작은 편에 속해요."
,,,7,중-상,순서배열,다음 문장은 원소의 화학적 성질이 주기적으로 되풀이되는 이유를 설명한 것입니다. 설명의 흐름에 맞게 배열하세요.,나-라-가-다,,가장 바깥쪽 전자 껍질의 배치가 그 원소의 화학적 성질을 결정한다.,원자핵 속 양성자수가 정해지면 원자가 가지는 전자의 수도 함께 정해진다.,양성자수가 늘어나는 순서로 원소를 늘어놓으면 비슷한 성질이 일정한 간격으로 되풀이된다.,전자는 에너지가 낮은 오비탈부터 차례로 채워져 전자 배치를 완성한다.,,,-,"주기성의 뿌리는 양성자 자체가 아니라, 양성자수와 함께 정해지는 전자의 수와 배치예요. 전자가 낮은 오비탈부터 채워지면서 가장 바깥쪽 껍질의 배치가 일정한 간격으로 같아져요. 음악에서 옥타브마다 같은 음이 돌아오듯 원소의 성질도 주기적으로 되풀이되는 거예요."
화학,3-2) 원소의 지도 — 주기율표,B. 비금속,1,하,인라인,비금속 원소의 성질을 설명한 문장입니다. 빈칸에 알맞은 말을 고르세요.,2,1,원자 반지름/전기음성도/이온화 에너지,공유 결합/이온 결합/금속 결합,,,,,"비금속은 다른 원소를 만나면 전자를 자기 쪽으로 강하게 끌어당긴다. 원소가 전자를 끌어당기는 정도를 나타낸 값을 [1](이)라고 한다. 비금속끼리는 전자를 서로 나누어 가지며 결합하는데, 이를 [2](이)라고 한다.",비금속을 비금속답게 만드는 것은 전자를 끌어당기는 힘이 크다는 점이에요. 그 정도를 나타낸 값이 전기음성도예요. 비금속끼리 만나면 어느 한쪽이 전자를 빼앗지 못하고 서로 나누어 갖는 공유 결합을 이뤄요.
,,,2,하,OX,규소 원자 사이의 결합은 탄소 원자 사이의 결합보다 짧고 강해서 안정적인 분자 골격을 이룬다.,X,,O,X,,,,,-,규소도 탄소처럼 최대 4개의 결합을 만들 수 있어요. 그런데 규소 원자 사이의 결합은 탄소 원자 사이의 결합보다 길고 약해서 안정적인 분자 골격이 되기 어려워요. 대신 규소는 산소와 강하게 결합해 광물과 암석을 이루며 지구의 껍질을 이루는 주요 원소로 남았어요.
,,,3,중,사지선다 (단수),다이아몬드와 흑연은 화학식이 둘 다 C로 같습니다. 두 물질의 성질이 전혀 다른 까닭은 무엇인가요?,3,,탄소 원자에 들어 있는 양성자의 수가 서로 다르기 때문이다,다이아몬드에만 탄소가 아닌 다른 원소가 섞여 있기 때문이다,탄소 원자가 배열되는 방식과 결합 구조가 서로 다르기 때문이다,흑연의 탄소 원자가 다이아몬드의 탄소 원자보다 무겁기 때문이다,,,-,"다이아몬드와 흑연은 화학식이 둘 다 C예요. 탄소 원자가 3차원 정사면체 구조로 결합하면 다이아몬드가 되고, 육각형 평면 그물 구조로 여러 겹 쌓이면 흑연이 돼요. 이렇게 같은 원소로 이루어졌는데 성질이 다른 물질을 동소체라고 불러요."
,,,4,중-상,순서배열,다음 문장은 지구 대기에 산소가 쌓이는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-가-라-나,,광합성으로 생성된 산소가 바다와 암석에 붙들려 대기로 빠져나가지 못한다,대기의 산소 분자 농도가 오늘날 우리가 숨 쉬는 수준에 이른다,남세균이 광합성을 통해 산소를 생성해 물속으로 내뿜는다,바다와 암석이 산소를 더 붙들지 못하면서 대기에 산소가 본격적으로 쌓인다,,,-,"남세균은 약 27억 년 전부터 광합성으로 산소를 내뿜고 있었어요. 그 산소는 오랫동안 바다와 암석에 갇혀 있다가 약 24억 년 전부터 대기에 본격적으로 쌓이기 시작했는데, 이 거대한 변화를 대산소화 사건이라고 해요. 오늘날 대기의 산소 분자 농도인 약 21퍼센트는 지구 역사 전체로 보면 아주 최근에 형성된 수치예요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,이황화 결합,,,,,,,,단백질을 이루는 아미노산 가운데 시스테인에는 황 원자가 들어 있다. 두 시스테인의 황 원자가 서로 만나면 단백질의 3차원 모양을 고정하는 다리가 생긴다. 황 원자끼리 이렇게 이어져 생기는 결합을 ___ __(이)라고 한다.,"우리 몸의 아미노산 20가지 가운데 시스테인과 메싸이오닌에 황이 들어 있어요. 두 시스테인의 황 원자가 만나 이황화 결합을 이루면 단백질의 3차원 모양이 단단히 고정돼요. 머리카락이 곱슬거리는 것도, 파마가 오래 유지되는 것도 이 결합 덕분이에요."
,,,6,중,사지선다 (복수),질소에 대한 설명으로 옳은 것을 모두 고르세요.,2,4,두 질소 원자를 잇는 결합이 약해 생물이 대기 중 질소를 곧바로 쓸 수 있다,지구 대기를 이루는 기체 가운데 가장 큰 비율을 차지하는 것이 질소다,질소는 화합물에 들어가도 단백질이나 DNA의 구성에는 관여하지 않는다,번개가 만드는 고온은 두 질소 원자 사이의 결합을 깰 수 있는 조건이다,,,-,"질소는 지구 대기의 약 78퍼센트를 차지하지만 식물도 동물도 곧바로 쓰지는 못해요. 두 질소 원자를 잇는 삼중결합이 워낙 강해서, 질소고정 미생물의 작용이나 번개가 만드는 고온 같은 극한 조건이 있어야 깨지거든요. 화합물에 들어간 질소는 단백질의 골격과 DNA의 염기를 이루는 핵심이 돼요."
,,,7,중-상,순서배열,다음 문장은 탄소가 다양한 분자를 이루는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,라-다-나-가,,탄소가 이룬 분자들 가운데 자기 자신을 복제하는 분자가 등장한다,탄소로 만들 수 있는 분자의 경우의 수가 폭발적으로 늘어난다,탄소 원자는 이웃한 원자와 최대 4개의 결합을 만들 수 있다,탄소 원자는 가장 바깥쪽 전자 껍질에 전자 4개를 가지고 있다,,,-,탄소는 가장 바깥쪽 전자 껍질에 전자가 4개 있어서 이웃한 원자와 최대 4개의 결합을 만들 수 있어요. 결합할 수 있는 자리가 많으니 만들어 낼 수 있는 분자의 경우의 수가 폭발적으로 늘어나요. 그 무수한 분자 가운데 자기 자신을 복제하는 분자가 등장한 것이 생명의 출발이었어요.
화학,3-2) 원소의 지도 — 주기율표,C. 전이 금속,1,하,인라인,전이 금속의 특징을 설명한 문장입니다. 빈칸에 알맞은 말을 고르세요.,2,1,s/d/f,촉매/용매/전해질,,,,,전이 금속은 주기율표의 가운데에 자리하며 [1] 오비탈에 전자가 들어 있다. 이 원소들은 화학 반응의 진행을 돕는 [2](으)로 자주 쓰인다.,전이 금속을 다른 원소와 구별해 주는 특징은 d 오비탈에 전자가 들어 있다는 점이에요. 전이 금속은 산소를 실어 나르는 일부터 화학 반응을 가속하는 일까지 폭넓게 관여해요. 반응의 진행을 돕는 이런 역할을 촉매라고 불러요.
,,,2,하,OX,전이 금속 가운데 철까지는 큰 별의 일생 후반에 일어나는 핵융합 반응으로 생성되었다.,O,,O,X,,,,,-,"철까지는 큰 별이 일생 후반에 일으키는 핵융합 반응으로 생성돼요. 철보다 무거운 구리나 아연, 은, 금은 늙은 별의 느린 중성자 포획이나 초신성 폭발, 중성자별 충돌 같은 격렬한 사건을 거쳐 생성돼요. 우리 몸속 전이 금속은 모두 별이 남긴 원소예요."
,,,3,중,사지선다 (단수),"같은 전이 금속이 +2, +3, +4처럼 여러 산화 상태를 오갈 수 있는 까닭은 무엇인가요?",1,,d 오비탈의 전자가 화학 결합에 참여하기도 하고 빠지기도 하기 때문이다,원자핵 속 양성자의 수가 반응 조건에 따라 달라지기 때문이다,s 오비탈이 비어 있어 전자가 들어갈 자리가 남아 있기 때문이다,비금속처럼 정해진 결합 방식을 그대로 지키기 때문이다,,,-,"전이 금속의 유연함은 d 오비탈에서 나와요. d 오비탈의 전자는 화학 결합에 참여하기도 하고 빠지기도 해서, 같은 금속이 여러 산화 상태를 오갈 수 있어요. 반응 조건에 맞춰 상태를 바꿀 수 있으니 촉매로 쓰기에 유리해요."
,,,4,중-상,순서배열,다음 문장은 인류가 전이 금속을 다루어 온 과정을 나타냅니다. 사건이 일어난 순서대로 배열하세요.,나-라-가-다,,르네상스 시대의 화가들이 아주라이트 같은 구리 화합물로 그림의 푸른빛을 냈다,메소포타미아 일대에서 구리와 주석의 합금인 청동을 다루는 기술이 등장했다,"현대의 자동차에 백금과 팔라듐, 로듐이 들어 있는 배기가스 저감 장치가 쓰였다",철광석에서 불순물을 걸러 철을 얻는 기술이 퍼지며 철기 시대가 열렸다,,,-,"청동기 시대는 약 5,300년 전, 철기 시대는 약 3,200년 전에 시작됐어요. 르네상스 시대의 푸른 안료와 현대의 배기가스 저감 장치는 그보다 훨씬 뒤의 일이에요. 인류 문명의 시대 구분은 그 시대 사람들이 어떤 금속을 다룰 수 있었는가라는 질문과 맞닿아 있어요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,금속 결합,,,,,,,,전이 금속에서 원자들 사이를 자유롭게 이동하는 전자에는 s 전자뿐 아니라 일부 d 전자도 포함된다. 이 전자들은 금속 결정 전체에 걸쳐 퍼져 있다. 전자가 이렇게 퍼져 있는 금속에서 나타나는 결합을 __ __(이)라고 한다.,자유롭게 움직이는 전자가 결정 전체에 퍼져 원자들을 붙들고 있는 결합이 금속 결합이에요. 전이 금속에서는 s 전자뿐 아니라 일부 d 전자도 여기에 기여해요. 그래서 결정면이 미끄러져도 결합이 쉽게 끊어지지 않아요.
,,,6,중,사지선다 (복수),전이 금속이 생체 분자에서 맡은 자리를 옳게 설명한 것을 모두 고르세요.,1,3,비타민 B12의 중심에는 코발트가 자리해 생명 활동을 뒷받침한다,광합성에서 물을 분해하는 광계 Ⅱ에는 아연 4개가 중심이 된 클러스터가 있다,세포호흡의 마지막 단계를 맡은 사이토크롬 c 산화효소에는 구리와 철이 나란히 자리한다,알코올 분해부터 DNA 복제까지 수백 가지 효소의 활성부위에는 망가니즈가 자리한다,,,-,"비타민 B12의 중심에는 코발트가, 사이토크롬 c 산화효소의 활성부위에는 구리와 철이 나란히 자리해요. 광계 Ⅱ에서 물을 분해하는 클러스터의 중심은 망가니즈 4개예요. 수백 가지 효소의 활성부위에 자리하는 것은 아연 이온이에요."
,,,7,중-상,순서배열,다음 문장은 금속이 잘 깨지지 않는 이유를 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-라-가-나,,결정면이 서로 미끄러져도 금속 결합이 쉽게 끊어지지 않는다,망치로 두드려도 깨지지 않고 원하는 모양으로 변형할 수 있다,전이 금속의 금속 결합에는 s 전자뿐 아니라 일부 d 전자도 기여한다,금속 결합에 기여하는 전자가 금속 결정 전체에 걸쳐 퍼져 있다,,,-,전이 금속의 금속 결합에는 s 전자뿐 아니라 일부 d 전자도 기여해요. 이 전자들이 금속 결정 전체에 퍼져 있어서 결정면이 미끄러져도 결합이 쉽게 끊어지지 않아요. 금속을 두드려 원하는 모양으로 만들 수 있는 것도 이 때문이에요.
화학,3-3) 원자의 결합 — 분자의 탄생,A. 분자,1,하,인라인,다음은 원자들이 서로 결합하는 이유를 설명한 것입니다. 빈칸에 알맞은 말을 고르세요.,2,1,높은/낮은/일정한,분자/원자/원소,,,,,"18족 비활성 기체는 가장 바깥쪽 전자 껍질이 이미 가득 차 있어 다른 원소와 거의 결합하지 않는다. 반면 다른 원소들은 전자를 주고받거나 공유해 에너지가 더 [1] 상태로 가는데, 이때 생성되는 새로운 단위를 [2](이)라고 한다.",원자들이 결합하는 이유는 그 상태의 에너지가 더 낮아 안정하기 때문이에요. 18족 비활성 기체는 바깥 껍질이 이미 가득 차 안정해서 굳이 결합하지 않아요. 원자 두 개 이상이 결합해 생긴 새로운 단위를 분자라고 부른답니다.
,,,2,하,OX,우리 주변의 물질은 모두 분자로 이루어져 있다.,X,,O,X,,,,,-,모든 물질이 분자로 이루어진 것은 아니에요. 흑연이나 금속처럼 결정 전체가 하나의 구조를 이루는 물질도 있답니다.
,,,3,중,사지선다 (단수),아메데오 아보가드로가 제시한 가설의 내용으로 옳은 것은 무엇인가요?,3,,같은 온도와 압력에서 같은 질량의 기체에는 종류와 관계없이 같은 수의 분자가 들어 있다,같은 온도와 압력에서 같은 부피의 기체라도 종류가 다르면 들어 있는 분자 수가 달라진다,같은 온도와 압력에서 같은 부피의 기체에는 종류와 관계없이 같은 수의 분자가 들어 있다,같은 온도와 압력에서 기체의 부피는 그 안에 든 원자의 종류에 따라 정해진다,,,-,"아메데오 아보가드로는 질량이 아니라 같은 '부피'를 기준으로 삼았어요. 같은 온도와 압력이라면 같은 부피의 기체에 종류와 관계없이 같은 수(6.02×10²³)의 입자가 들어 있다고 보았지요. 그가 말한 입자는 원자가 아니라 분자여서, 수소 기체는 H가 아니라 H₂라는 점을 분명히 했어요."
,,,4,중-상,순서배열,다음 문장은 수소 원자 두 개가 결합에 이르는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-라-가-다,,공유한 상태의 에너지가 각각 혼자 있을 때보다 낮아진다,수소 원자는 가장 바깥쪽 전자 껍질이 전자로 가득 차 있지 않다,에너지가 낮아 안정한 수소 분자로 존재하게 된다,두 수소 원자가 서로 전자를 공유한다,,,-,수소 원자는 바깥 전자 껍질이 가득 차 있지 않아서 다른 원자와 전자를 공유할 수 있어요. 공유한 상태는 혼자 있을 때보다 에너지가 낮아 더 안정하죠. 자연은 에너지가 가장 낮은 상태를 향해 가기 때문에 수소는 H₂ 분자로 존재한답니다.
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,구조식,,,,,,,,아우구스트 케쿨레는 원자를 기호로 나타내고 원자 사이의 결합을 선으로 그리는 표기법의 기초를 제안했다. 이렇게 분자 속 원자들이 어떤 방식으로 이어져 있는지 그림으로 보여 주는 식을 ___(이)라고 한다.,"구조식이에요. 1858년 아우구스트 케쿨레가 제안한 이 표기법 덕분에, 재료가 같은데도 왜 다른 물질이 되는지를 그림으로 보여 줄 수 있게 되었어요."
,,,6,중,사지선다 (복수),분자식에 대한 설명으로 옳은 것을 모두 고르세요.,1,4,어떤 원소가 어느 정도의 비율로 들어 있는지 나타낸다,원자들이 서로 어떤 방식으로 이어져 있는지까지 나타낸다,분자식이 같으면 두 화합물의 화학적 성질도 반드시 같다,연구나 제약 현장에서 물질의 양을 정확히 계산하는 근거가 된다,,,-,"분자식은 분자의 재료 목록이라서 어떤 원소가 어느 비율로 들어 있는지 알려 줘요. 이 덕분에 연구원은 시험관에 넣을 양을, 약사는 알약 속 유효 성분의 양을 정확히 맞출 수 있어요. 다만 원자들이 이어진 방식까지는 알려 주지 못해서, 같은 C₂H₆O라도 액체인 에탄올과 기체인 다이메틸 에테르로 나뉜답니다."
