분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,4,중-상,순서배열,다음 문장은 서남극에서 일어나는 빙상 변화 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,빙붕의 얼음이 아래에서부터 녹는다.,온난화로 서남극 주변의 해수가 따뜻해진다.,대륙 위의 빙상이 해양으로 더 빠르게 미끄러진다.,따뜻해진 해수가 빙붕 밑으로 흘러든다.,,,-,서남극에서는 따뜻해진 해수가 빙붕 밑으로 흘러들어 얼음을 아래에서부터 녹여요. 그러면 대륙 위의 빙상이 해양으로 더 빠르게 미끄러지죠. 그린란드와 서남극의 빙상은 온난화가 커질수록 장기간에 걸친 비가역적 손실 위험이 높아진답니다.
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,티핑 포인트,,,,,,,,"기후 시스템에는 어떤 임계점을 넘은 뒤 급격하게, 때로는 되돌리기 어렵게 재편되는 경계가 있다. 그린란드와 서남극의 빙상, 대서양 자오면 순환, 아마존 열대우림이 이러한 경계를 지닌 요소로 꼽힌다. 기후 과학에서는 이 경계를 __ ___(이)라고 부른다.","티핑 포인트는 임계점을 넘은 뒤 시스템이 급격하게, 때로는 되돌리기 어렵게 재편되는 경계예요. 다만 스위치처럼 어느 한 온도에서 즉시 작동하는 것만을 뜻하지는 않고, 모든 기후 변화에 티핑 포인트가 있는 것도 아니에요. 대서양 자오면 순환은 21세기 안에 약해질 가능성은 높게, 급격히 무너질 가능성은 낮게 평가된답니다."
,,,6,중,사지선다 (복수),기후 모델에 대한 설명으로 옳은 것을 모두 고르세요.,2,4,기후 모델은 지난 관측 자료를 그대로 연장해 미래를 그린 것이다.,기후 모델에는 구름과 생태계의 되먹임처럼 예측하기 어려운 요소가 남아 있다.,기후 모델은 지구 전체를 하나의 덩어리로 보고 평균값 하나만 계산한다.,서로 다른 연구팀의 모델들이 온실 가스가 늘수록 더 따뜻해진다는 같은 방향을 보여준다.,,,-,"과학자들은 대기와 해양, 육지와 빙하 사이의 상호작용을 물리 법칙과 방정식으로 표현해요. 그런 다음 지구를 수많은 격자로 나누어 슈퍼컴퓨터로 계산하죠. 구름과 생태계의 되먹임, 빙상의 변화처럼 어려운 요소가 남아 있어 완벽하지는 않지만, 독립적으로 만든 여러 모델이 같은 방향을 가리킨다는 점이 중요해요."
,,,7,중-상,순서배열,다음 문장은 영구동토층과 관련된 기후 변화 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-라-가-나,,유기물이 이산화 탄소와 메테인으로 바뀌어 대기로 방출된다.,대기에 늘어난 온실 가스가 온난화를 더 키운다.,기온이 올라가면서 영구동토층이 녹는다.,얼어 있던 유기물이 미생물에 분해된다.,,,-,"영구동토층이 녹으면 그 안에 얼어 있던 유기물이 미생물에 분해돼요. 이 과정에서 유기물이 이산화 탄소와 메테인으로 바뀌어 대기로 방출되죠. 그렇게 늘어난 온실 가스가 온난화를 더 키우는 되먹임을 만들기 때문에, 온난화가 커질수록 되돌리기 어려운 변화의 위험도 함께 커져요."
지구환경,E-3) 탄소 순환의 위기,탄소 순환의 위기,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
물리,E-4) 에너지 전환의 물리학,A. 재생에너지의 원리와 한계,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
물리,E-4) 에너지 전환의 물리학,B. 핵융합 — 별의 불을 땅으로,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
물리,E-5) 과학기술의 미래와 인류의 선택,과학기술의 미래와 인류의 선택,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
