분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,4,중-상,순서배열,다음 문장은 우리 몸에서 전기적 신호가 하는 일을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,심장 근육이 전기적 신호에 맞춰 규칙적으로 수축한다.,세포막 안팎에 나트륨 이온과 칼륨 이온의 농도 차이가 유지된다.,규칙적으로 수축하는 심장의 전기적 리듬을 심전도 검사로 기록한다.,이온이 세포막을 가로질러 이동하면서 전기적 신호가 생성된다.,,,-,"세포막 안팎에 이온의 농도 차이가 있어야 이온이 한쪽으로 이동하면서 전기적 신호가 생겨요. 그 신호에 맞춰 심장 근육이 규칙적으로 수축하고, 그 전기적 리듬을 심전도 검사가 기록하죠. 전류의 언어는 금속 전선 밖 생명체 안에서도 쓰이고 있어요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,트랜지스터,,,,,,,,"반도체에 전기장을 가하면 그 안을 흐르는 전류의 세기를 바꿀 수 있다. 작은 전기적 신호로 더 큰 전류를 켜고, 끄고, 조절하는 장치를 _____(이)라고 한다.","트랜지스터는 작은 전기적 신호로 더 큰 전류의 흐름을 켜고 끄고 조절하는 장치예요. 두 종류의 반도체를 맞붙인 다이오드가 전류를 한 방향으로만 흘린다면, 트랜지스터는 흐름의 크기까지 다루죠. 덕분에 전류를 흘리는 기술이 계산하는 기술로 넓어졌어요."
,,,6,중,사지선다 (복수),직렬 회로와 병렬 회로에 대한 설명으로 옳은 것을 모두 고르세요.,1,4,직렬 회로에서는 같은 전류가 모든 구간을 지나간다.,직렬 회로에서는 각 구간에 전압이 나뉘지 않고 그대로 걸린다.,병렬 회로에서는 갈래마다 서로 다른 전압이 걸린다.,병렬 회로에서는 한 기기가 꺼져도 다른 기기가 계속 작동한다.,,,-,"직렬 회로에서는 같은 전류가 모든 구간을 지나가고 전압이 나뉘어요. 병렬 회로에서는 각 갈래에 같은 전압이 걸리고 전류가 갈라지죠. 가정의 콘센트가 병렬이라서 기기마다 220볼트를 받고, 하나가 꺼져도 다른 기기가 계속 작동해요."
,,,7,중-상,순서배열,다음 문장은 전등 스위치를 켠 뒤 백열전구에서 일어나는 일을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-가-라-나,,전선 속에 가득 차 있던 전자들이 아주 느리게 자리를 옮기며 흐름을 이룬다.,온도가 높이 오른 필라멘트가 밝은 빛을 낸다.,스위치를 켜면 전기장의 변화가 전선 전체로 빠르게 퍼진다.,저항이 큰 필라멘트에 전류가 흐르며 전기 에너지의 일부가 열로 바뀐다.,,,-,"스위치를 켜면 전기장의 변화가 전선 전체로 빠르게 퍼지고, 그 전기장을 따라 전자들이 아주 느리게 자리를 옮기며 흐름을 이뤄요. 저항이 큰 필라멘트에서는 전기 에너지의 일부가 열로 바뀌죠. 그 열로 필라멘트가 달아올라 빛을 내는 것이 백열전구예요."
물리,5-2) 자기,A. 자기력과 자기장,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
물리,5-2) 자기,B. 앙페르 법칙,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
물리,5-3) 전자기 유도,A. 전자기 유도,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
물리,5-3) 전자기 유도,B. 발전기와 변압기,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
물리,5-4) 전자기파와 빛,A. 맥스웰 방정식과 전자기파,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
물리,5-4) 전자기파와 빛,B. 빛의 파동성,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
천문,5-5) 빛으로 우주를 읽다,측광과 분광,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
