분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,4,중-상,순서배열,다음 문장은 행성의 궤도가 타원이라는 사실이 밝혀지고 그 까닭까지 설명되기까지의 과정입니다. 사건이 일어난 순서대로 배열하세요.,나-라-다-가,,뉴턴이 만유인력의 법칙에서 행성 운동의 세 법칙을 수학적으로 도출한다,브라헤가 평생에 걸쳐 가장 정확한 화성 관측 자료를 남긴다,케플러가 화성의 궤도를 타원으로 결론짓고 행성 운동의 세 법칙을 정리한다,화성의 관측 자료가 원 궤도를 전제한 계산과 맞지 않는다는 사실이 드러난다,,,-,튀코 브라헤가 남긴 정밀한 화성 관측 자료가 있었기에 원 궤도 가정이 맞지 않는다는 것을 확인할 수 있었어요. 요하네스 케플러는 그 어긋남을 붙들고 계산한 끝에 타원 궤도를 찾아내 세 법칙을 정리했고요. 그 법칙이 왜 성립하는지는 70여 년 뒤 아이작 뉴턴이 만유인력 하나로 이끌어 냈어요.
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,라그랑주점,,,,,,,,"태양과 지구가 함께 만드는 중력과, 공전에 따른 원심 효과가 정확히 균형을 이루는 지점이 다섯 곳 있다. 그중 하나인 L2에는 제임스 웹 우주 망원경이 자리 잡고 있다. 이런 지점을 _____(이)라고 한다.",라그랑주점은 두 천체의 중력과 공전에 따른 원심 효과가 균형을 이루는 지점이에요. 태양과 지구가 만드는 이런 지점은 다섯 곳이 있어요. 목성 앞뒤 60도인 L4와 L5에 수만 개의 소행성이 머무는 트로이군도 같은 원리로 안정하게 자리를 지켜요.
,,,6,중,사지선다 (복수),세 천체가 서로 중력을 주고받는 삼체 문제에 대한 설명으로 옳은 것을 모두 고르세요.,2,4,뉴턴의 중력 법칙이 세 천체 사이에는 적용되지 않는다,세 천체의 운동을 나타내는 방정식에는 일반적인 해석해가 없다,두 천체 사이의 운동도 수학적으로 정확하게 풀어낼 수 없다,초기 조건의 아주 미세한 차이가 먼 훗날 전혀 다른 궤도로 이어질 수 있다,,,-,"두 천체의 운동은 수학적으로 정확하게 풀 수 있지만, 세 번째 천체가 끼어드는 순간 일반적인 해석해가 사라져요. 아이작 뉴턴의 법칙이 틀린 것이 아니라 방정식 안에 예측 불가능성이 들어 있는 거예요. 초기 조건에 민감하게 의존하는 이 성질이 바로 카오스랍니다."
,,,7,중-상,순서배열,다음 문장은 목성의 위성 이오에서 활발한 화산 활동이 일어나는 이유를 설명한 것입니다. 설명의 흐름에 맞게 배열하세요.,나-다-가-라,,이오 내부에서 조석열이 지속적으로 발생한다,"이오, 유로파, 가니메데의 공전 주기가 정수비를 이룬다",이오의 궤도가 원에 가까워지지 않고 타원 상태로 유지된다,태양계에서 가장 활발한 화산 활동이 이오에서 일어난다,,,-,"이오, 유로파, 가니메데의 공전 주기가 1:2:4로 맞아떨어지는 궤도 공명 덕분에 이오의 궤도는 찌그러진 상태로 유지돼요. 그 때문에 이오 내부에 조석열이 계속 발생하고요. 그 열이 태양계에서 가장 활발한 화산 활동을 일으킨답니다."
물리,4-2) 유체의 흐름,유체역학,1,하,인라인,비행기 날개 주변에서 일어나는 일을 설명한 것입니다. 빈칸에 알맞은 말을 고르세요.,1,2,압력/밀도/점성,항력/양력/부력,,,,,"다니엘 베르누이는 이상적인 흐름에서 유체의 속도가 빨라질수록 [1]이(가) 낮아진다는 것을 밝혔다. 날개 위쪽을 지나는 공기는 아래쪽보다 빠르게 흐르는데, 이렇게 생긴 위아래의 차이가 날개를 위로 밀어 올리는 힘을 만든다. 이 힘을 [2](이)라고 한다.",베르누이 정리는 에너지 보존을 흐름의 언어로 바꾼 것이에요. 속도가 빨라지면 운동 에너지가 커지는 대신 압력 에너지가 줄어들죠. 날개 위아래의 압력 차가 만드는 위쪽 방향의 힘이 바로 양력이에요.
,,,2,하,OX,점성이 큰 유체일수록 흐름이 쉽게 흐트러져 난류가 되기 쉽다.,X,,O,X,,,,,-,점성은 유체의 내부 저항이라 흐름을 붙들어 주는 쪽으로 작용해요. 그래서 점성이 크면 흐름이 쉽게 흐트러지지 않아요. 난류가 되기 쉬운 쪽은 오히려 점성이 작고 속도가 빠르며 흐름의 규모가 클 때랍니다.
,,,3,중,사지선다 (단수),기상 예보는 먼 미래를 예측할수록 어려워집니다. 그 까닭으로 가장 알맞은 것은 무엇인가요?,4,,대기의 밀도가 높이에 따라 일정하게 줄어들기 때문이다.,공기의 점성이 물보다 커서 흐름이 천천히 전달되기 때문이다.,대기를 이루는 기체의 종류가 계절마다 크게 달라지기 때문이다.,대기가 난류적이어서 처음 조건의 작은 차이에도 민감하기 때문이다.,,,-,난류는 유체 역학에서 아직 완전히 풀리지 않은 문제예요. 공기가 뒤섞이고 소용돌이가 생기는 순간부터 흐름을 예측하기 어려워지죠. 대기는 이런 난류적 성질을 지녀서 처음 조건이 조금만 달라져도 결과가 크게 벌어져요.
,,,4,중-상,순서배열,다음 문장은 강이 구불구불한 모양을 이루게 되는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,침식이 이어지면서 강의 굽이가 점점 더 크게 벌어진다.,강물이 곡선 구간을 돌면서 바깥쪽에서 더 빠르게 흐른다.,굽이침이 거듭 쌓여 강 전체가 구불구불한 모양을 이룬다.,바깥쪽의 빠른 물살이 강기슭의 땅을 더 세게 깎아 낸다.,,,-,"강이 굽이지는 것은 흐름이 땅의 모양을 바꾼 결과예요. 곡선 구간에서는 바깥쪽 물살이 더 빨라서 그쪽 땅이 더 많이 깎여요. 이 침식이 오랜 시간 쌓이면서 굽이가 커지고, 강은 점점 더 구불구불해진답니다."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,레이놀즈수,,,,,,,,"유체가 가지런히 층을 이루며 흐를지, 소용돌이치며 뒤섞일지는 속도와 흐름의 규모, 점성의 조합에 따라 달라진다. 이 조합을 하나의 값으로 나타낸 것을 _____(이)라고 한다.","레이놀즈수는 속도와 흐름의 규모, 점성을 한데 묶어 나타낸 값이에요. 이 값이 작으면 층류에, 크면 난류에 가까워져요. 같은 물이라도 조건이 달라지면 흐름의 모습이 완전히 달라진답니다."
,,,6,중,사지선다 (복수),혈관의 한 구간이 좁아졌을 때 그 부위와 주변에서 나타날 수 있는 변화를 모두 고르세요.,1,3,좁아진 부위를 지나는 혈류의 속도가 빨라진다.,혈액이 받는 저항이 줄어들어 압력 손실이 작아진다.,좁아진 곳을 지난 뒤 흐름이 불규칙해지고 소용돌이가 생긴다.,심장이 박동해도 혈압파가 혈관을 따라 전파되지 않는다.,,,-,혈관이 좁아지면 그 구간에서 속도는 빨라질 수 있지만 저항과 압력 손실은 오히려 커져요. 좁은 구간을 빠져나온 흐름은 불규칙해지면서 소용돌이가 생기기도 하죠. 심혈관 질환 연구에 유체 역학이 핵심 도구로 쓰이는 이유가 여기에 있어요.
,,,7,중-상,순서배열,다음 문장은 적도의 공기가 거대한 순환을 이루는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-라-가-나,,밀도가 작아진 공기가 부력을 받아 위로 올라간다.,상승한 공기가 고위도 쪽으로 이동하며 거대한 순환을 이룬다.,적도 부근의 공기는 고위도보다 태양열을 많이 받아 따뜻해진다.,따뜻해진 공기는 주변 공기보다 밀도가 작아진다.,,,-,"대기와 해류는 모두 같은 유체 역학의 법칙 위에서 움직여요. 태양열을 불균등하게 받으면 공기와 바닷물의 밀도가 달라지고, 그 차이가 부력과 압력 차를 만들어요. 이 힘이 지구 규모의 거대한 순환을 일으킨답니다."
물리,4-3) 파동 — 에너지의 전달,파동과 진동,1,하,인라인,다음 설명의 빈칸에 들어갈 말로 알맞은 것을 고르세요.,2,1,수직으로/나란히/비스듬히,종파/횡파/정상파,,,,,소리가 전달될 때 공기 분자는 파동이 나아가는 방향과 [1] 밀리고 당겨진다. 이처럼 진동하는 파동을 [2](이)라고 한다.,소리는 공기 분자가 파동이 나아가는 방향과 나란히 진동하며 전달되는 종파예요. 반대로 빛은 전기장과 자기장이 진행 방향에 수직으로 진동하는 횡파랍니다. 지진파에는 종파인 P파와 횡파인 S파가 모두 있어요.
,,,2,하,OX,"연못에 돌을 던져 생긴 물결이 퍼져 나갈 때, 물도 물결을 따라 함께 멀리 이동한다.",X,,O,X,,,,,-,물결이 퍼져 나가도 물은 거의 제자리에서 오르내릴 뿐이에요. 멀리 전해지는 것은 물질이 아니라 흔들림이랍니다. 파동은 물질 전체가 이동하지 않아도 에너지가 멀리 전달될 수 있음을 보여 줘요.
,,,3,중,사지선다 (단수),구급차가 다가올 때 사이렌 소리가 평소보다 높게 들립니다. 그 이유로 알맞은 것은 무엇인가요?,3,,사이렌이 내는 소리의 진동수 자체가 순간적으로 높아지기 때문이다.,소리의 진폭이 커지면서 더 높은음으로 바뀌기 때문이다.,관측자에게 도착하는 파동의 간격이 좁아지기 때문이다.,공기가 따뜻해져 소리가 전달되는 속도가 빨라지기 때문이다.,,,-,"사이렌 자체가 갑자기 다른 소리를 내는 것은 아니에요. 소리의 근원과 관측자가 가까워지면 우리에게 도착하는 파동의 간격이 좁아져 진동수가 높게 측정되죠. 이것이 도플러 효과이고, 자동차의 속도나 별과 은하의 운동을 알아내는 데도 쓰인답니다."
,,,4,중-상,순서배열,다음 문장은 지진이 일어난 뒤 S파가 지구 내부에서 겪는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-가-라-나,,지진파 가운데 횡파인 S파가 고체 상태의 지구 내부를 통과해 나아간다,지구 반대편에서 S파가 도달하지 않는 영역이 관측된다,지구 내부에서 지진이 일어나 지진파가 사방으로 퍼져 나간다,액체 상태인 외핵에 닿은 S파가 더 나아가지 못한다,,,-,S파는 횡파여서 고체는 통과하지만 액체는 통과하지 못해요. 그래서 지진이 나면 지구 반대편에 S파가 닿지 않는 그림자 영역이 생긴답니다. 이 관측이 바로 지구 외핵이 액체 상태라는 중요한 증거예요.
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,분산,,,,,,,,"하나의 파동 안에는 파장이 서로 다른 흔들림이 함께 섞여 있을 수 있다. 파장에 따라 이동 속도가 조금씩 달라지면, 처음에 뭉쳐 있던 파동이 시간이 지나며 여러 성분으로 흩어진다. 이러한 현상을 __(이)라고 한다.","파동 하나에도 파장이 서로 다른 흔들림이 섞여 있을 수 있어요. 파장마다 속도가 조금씩 다르면 뭉쳐 있던 파동이 시간이 지나며 퍼지는데, 이것이 분산이에요. 유리 속을 통과한 빛이 여러 색으로 갈라지는 것도 분산과 관련이 있답니다."
,,,6,중,사지선다 (복수),기타 줄처럼 양 끝이 묶인 줄에서 일어나는 파동 현상에 대한 설명으로 옳은 것을 모두 고르세요.,2,4,줄을 따라 나아가는 파동의 속도는 줄이 얼마나 팽팽한지와 관계없이 일정하다.,양 끝이 묶인 줄에서 특정한 파장만 안정적으로 남아 정상파를 이룬다.,줄에서 생기는 파동은 진동수가 높아질수록 파장도 함께 길어진다.,흔들림의 진동수가 줄의 고유 진동수와 맞아떨어지면 진폭이 커지는 공명이 일어난다.,,,-,"양 끝이 묶인 줄에서는 특정한 파장만 살아남아 정상파를 이뤄요. 그 흔들림이 고유 진동수와 맞아떨어지면 진폭이 커지는 공명이 일어나죠. 파동의 속도는 줄이 얼마나 팽팽한지에 따라 달라지고, 속도가 같다면 진동수가 높을수록 파장은 짧아진답니다."
,,,7,중-상,순서배열,다음 문장은 노이즈 캔슬링 헤드폰이 소음을 줄이는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,두 파동이 같은 공간에서 만나 마루와 골이 겹친다,헤드폰 바깥의 소음이 파동의 형태로 귀 쪽으로 들어온다,겹쳐진 파동의 진폭이 작아지면서 소음이 줄어든다,헤드폰이 외부 소음과 반대되는 파동을 만들어 낸다,,,-,노이즈 캔슬링 헤드폰은 상쇄 간섭을 이용해요. 외부 소음과 마루와 골이 반대인 파동을 만들어 겹치면 진폭이 작아지면서 소리가 줄어든답니다. 반대로 마루와 마루가 겹치면 진폭이 커지는 보강 간섭이 일어나요.
물리,4-4) 열과 엔트로피,A. 열평형과 에너지 보존,1,하,인라인,뜨거운 커피에 차가운 우유를 섞으면 미지근해집니다. 다음 설명의 빈칸에 들어갈 말을 고르세요.,2,1,내부 에너지/열평형/열역학 제0법칙,온도계/열기관/영구 기관,,,,,"온도가 다른 두 물체가 닿으면 열은 높은 쪽에서 낮은 쪽으로 이동하다가, 두 물체가 끝내 같은 온도에 이른다. 이 상태를 [1](이)라고 한다. [2]는 재려는 물체와 이 상태에 도달함으로써 뜨거움과 차가움을 숫자로 알려 준다.",두 물체가 같은 온도에 이르러 열의 순이동이 멈춘 상태가 열평형이에요. 온도계는 재려는 물체와 열평형에 도달해 그 온도를 숫자로 알려 주죠. 이 약속의 기초가 되는 것이 열역학 제0법칙이에요.
,,,2,하,OX,에어컨과 냉장고는 내부에 차가움을 새로 만들어 내어 온도를 낮춘다.,X,,O,X,,,,,-,차가움은 열이 없는 상태라기보다 열이 다른 곳으로 옮겨 간 결과예요. 냉매는 팽창하고 증발하면서 주변의 열을 흡수하죠. 에어컨과 냉장고는 이 냉매의 순환으로 내부의 열을 바깥으로 옮기는 장치예요.
,,,3,중,사지선다 (단수),자전거 펌프를 빠르게 밀면 펌프가 뜨거워집니다. 그 까닭으로 옳은 것은 무엇인가요?,4,,기체가 팽창하면서 주변의 열을 흡수하기 때문이다.,기체가 바깥에 한 일만큼 내부 에너지가 늘어나기 때문이다.,펌프 속 기체가 바깥에서 열을 받아들이기 때문이다.,기체가 압축되면서 내부 에너지가 늘어나기 때문이다.,,,-,기체는 받은 열에서 바깥에 한 일을 뺀 만큼 내부 에너지가 변해요. 펌프를 밀면 기체가 압축되며 일을 받으니 내부 에너지가 늘어나죠. 내부 에너지가 커진다는 것은 분자들의 움직임이 더 활발해진다는 뜻이에요.
,,,4,중-상,순서배열,다음 문장은 증기 기관에서 에너지가 형태를 바꾸며 전달되는 과정입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,다-가-라-나,,물이 열을 받아 끓으면서 수증기가 생성된다.,피스톤의 움직임이 공장과 기차를 움직인다.,연료가 타면서 화학 에너지가 열로 바뀐다.,수증기가 피스톤을 밀어낸다.,,,-,"증기 기관에서 에너지는 화학 에너지에서 열로, 다시 기계의 움직임으로 모습을 바꿔요. 형태가 달라져도 총량은 보존되죠. 산업 혁명을 이끈 증기 기관은 이런 에너지 변환이 눈에 보이게 드러난 열역학의 실험장이었어요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,비열,,,,,,,,"같은 햇빛을 받아도 모래는 금세 뜨거워지지만 바다는 천천히 데워진다. 물질 1그램의 온도를 섭씨 1도 높이는 데 필요한 에너지의 양을 __(이)라고 하며, 물은 이 값이 커서 온도가 천천히 오른다.",물은 비열이 커서 같은 열을 받아도 온도가 천천히 올라요. 덕분에 바다는 적도에서 받은 태양 에너지를 저장했다가 서서히 방출하죠. 해안 지역의 기온 변화가 내륙보다 완만한 것도 이 때문이에요.
,,,6,중,사지선다 (복수),열역학 제1법칙과 열기관에 대한 설명으로 옳은 것을 모두 고르세요.,1,3,외부와 에너지를 주고받지 않으면 에너지 총량은 변하지 않는다.,열기관은 공급받은 열을 남김없이 일로 바꿀 수 있다.,열기관은 공급받은 열의 일부를 온도가 낮은 곳으로 내보낸다.,스스로 에너지를 만들어 내는 영구 기관도 제작할 수 있다.,,,-,"에너지는 무에서 생겨나지 않고 이름과 모습만 바꿔요. 그래서 스스로 에너지를 만드는 영구 기관은 불가능하죠. 다만 보존된다고 해서 전부 일로 쓸 수 있는 것은 아니라, 실제 열기관은 받은 열의 일부를 온도가 낮은 곳으로 내보내요."
,,,7,중-상,순서배열,다음 문장은 제임스 줄이 수행한 실험의 과정입니다. 실험이 진행되는 순서대로 문장을 배열하세요.,나-라-가-다,,물의 온도가 올라간 정도를 측정한다.,물속에 넣은 장치를 돌려 물을 젓는다.,열과 역학적 에너지가 서로 변환될 수 있다는 사실이 입증된다.,장치가 물에 가한 역학적 에너지가 열로 바뀐다.,,,-,제임스 줄은 물을 저을 때 역학적 에너지가 열로 전환되는 비율을 측정했어요. 이 실험으로 열과 역학적 에너지가 서로 변환될 수 있다는 사실이 밝혀졌죠. 보이지 않던 열이 숫자가 되면서 에너지 보존은 측정 가능한 사실이 되었어요.
물리,4-4) 열과 엔트로피,B. 엔트로피,1,하,인라인,잉크 한 방울을 물에 떨어뜨리면 퍼지기만 할 뿐 다시 한 방울로 모이지 않습니다. 다음 설명의 빈칸에 들어갈 말을 고르세요.,1,2,엔트로피/내부 에너지/비열,열역학 제1법칙/열역학 제2법칙/열역학 제3법칙,,,,,외부에서 일을 해 주지 않으면 열은 뜨거운 쪽에서 차가운 쪽으로만 흐른다. 이런 방향이 정해지는 까닭은 외부와 에너지나 물질을 주고받지 않는 계에서 [1]이(가) 줄어들지 않기 때문이다. 변화의 방향을 말하는 이 원리를 [2](이)라고 한다.,"외부와 에너지나 물질을 주고받지 않는 계에서 엔트로피는 늘어나거나 그대로 유지돼요. 열이 저절로 차가운 쪽에서 뜨거운 쪽으로 흐르지 않는 것도 이 때문이죠. 제1법칙이 에너지는 사라지지 않는다고 말한다면, 제2법칙은 그 에너지가 어느 쪽으로 흩어지는지를 알려 줘요."
,,,2,하,OX,생명체가 세포 안에 복잡한 구조를 유지하는 동안 주변 환경의 엔트로피는 함께 감소한다.,X,,O,X,,,,,-,"세포는 에너지를 소비해 자기 내부의 무질서도를 낮춰요. 그 대신 주변 환경의 엔트로피는 그보다 더 크게 늘어나죠. 생명은 열역학 제2법칙을 이기는 것이 아니라, 태양 에너지를 빌려 질서를 잠시 유지하는 존재예요."
,,,3,중,사지선다 (단수),방 안의 기체 분자가 모두 한쪽 구석에 모인 상태는 사실상 관찰되지 않습니다. 그 까닭으로 옳은 것은 무엇인가요?,4,,분자가 한곳에 모이면 에너지 보존 법칙에 어긋나기 때문이다.,분자들이 서로 밀어내는 힘 때문에 한곳에 모일 수 없기 때문이다.,방 전체의 온도가 균일해야 분자가 자유롭게 움직이기 때문이다.,한쪽에 모인 배열의 수가 다른 경우보다 극히 적기 때문이다.,,,-,분자들이 방 전체에 흩어진 상태는 셀 수 없이 많은 방식으로 만들어질 수 있어요. 반대로 모두 한쪽 구석에 모인 상태는 극히 드문 방식으로만 가능하죠. 루트비히 볼츠만은 엔트로피를 이렇게 작은 입자들이 배열될 수 있는 방법의 수와 연결했어요.
,,,4,중-상,순서배열,다음 문장은 제임스 클러크 맥스웰이 제안한 사고 실험의 과정입니다. 실험이 진행되는 순서대로 문장을 배열하세요.,나-가-라-다,,악마가 문 앞에 다가온 분자의 속도를 측정한다.,두 방을 작은 문 하나로 연결한 상자를 준비한다.,한쪽 방의 온도는 올라가고 다른 쪽 방의 온도는 내려간다.,"악마가 빠른 분자는 한쪽 방으로, 느린 분자는 반대쪽 방으로 보낸다.",,,-,제임스 클러크 맥스웰은 외부에서 일을 하지 않고도 엔트로피가 스스로 줄어드는 것처럼 보이는 상황을 상상했어요. 이 역설은 훗날 정보 이론의 관점에서 해결되었죠. 악마가 분자의 속도를 측정하고 기억을 지우는 과정 자체에 에너지 비용이 들기 때문이에요.
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,시간의 화살,,,,,,,,"뉴턴 역학의 운동 방정식은 과거와 미래를 구분하지 않아, 마찰이 거의 없는 공의 운동은 영상을 거꾸로 돌려도 이상하지 않다. 그러나 깨진 컵이 저절로 원래대로 돌아오는 영상이라면 누구나 가짜임을 안다. 이처럼 엔트로피가 증가하는 쪽으로만 흐르는 변화의 방향을 ___ __(이)라고 한다.",뉴턴 역학의 운동 방정식은 시간을 역전시켜도 그대로 성립해요. 그런데 엔트로피가 증가하는 방향만은 되돌릴 수 없죠. 그래서 이 방향이 과거와 미래를 구분하는 기준이 된답니다.
