분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
,,,4,중-상,순서배열,다음 문장은 석회 동굴에서 종유석과 석순이 자라는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-가-라-다,,동굴 천장에 맺힌 물방울에서 이산화 탄소가 빠져나간다.,지하수가 석회암을 지나며 칼슘 이온과 탄산수소 이온을 녹여 나른다.,얇은 탄산칼슘 막이 오랜 세월 겹겹이 쌓여 종유석과 석순으로 자란다.,물에 녹아 있던 칼슘 이온이 탄산칼슘 고체로 바뀐다.,,,-,"지하수가 석회암을 지나면서 칼슘 이온과 탄산수소 이온을 녹여 동굴까지 날라요. 천장에 맺힌 물방울에서 이산화 탄소가 빠져나가면 그제야 탄산칼슘이 고체로 바뀌죠. 물방울 하나가 남기는 막은 눈에 보이지도 않을 만큼 얇지만, 그런 순간이 수만 년 쌓이면 사람 키를 넘는 종유석과 석순이 된답니다."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,하이드로늄 이온,,,,,,,,"물 분자 가운데 극히 일부는 서로 양성자를 주고받는다. 이때 양성자를 내준 쪽은 수산화 이온이 되고, 양성자를 받은 쪽은 _____ __(이)가 된다.","물은 극히 일부가 스스로 양성자를 주고받아요. 양성자를 받은 물 분자는 하이드로늄 이온이 되고, 내준 물 분자는 수산화 이온이 되죠. 산과 염기의 반응이 물속에서 활발한 것도 물이 양성자를 주고받기 좋은 환경이기 때문이에요."
,,,6,중,사지선다 (복수),구리 이온이 들어 있는 용액에 암모니아수를 넣었을 때 나타나는 변화로 옳은 것을 모두 고르세요.,1,3,암모니아수를 조금 넣으면 연한 파란색 고체가 생긴다.,암모니아수를 넣으면 구리 이온이 금속 구리로 환원된다.,암모니아수를 많이 넣으면 짙은 파란색 착물이 만들어진다.,금속 이온에 어떤 분자가 결합해도 색과 반응성은 달라지지 않는다.,,,-,암모니아수를 조금 넣으면 연한 파란색 고체가 먼저 생겨요. 여기에 암모니아수를 더 넣으면 그 고체가 녹으면서 짙은 파란색 착물이 만들어지죠. 같은 금속 이온이라도 주변에 무엇이 결합하느냐에 따라 색과 반응성이 크게 달라진답니다.
,,,7,중-상,순서배열,다음 문장은 고체가 물에 녹아 새로운 반응이 일어나기까지의 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 문장을 배열하세요.,나-라-가-다,,결정에서 떨어져 나온 입자들이 용액 안을 자유롭게 움직이며 다른 입자와 만난다.,고체 결정 속에서 입자들이 일정한 자리에 묶여 있다.,서로 만난 입자들 사이에서 양성자나 전자가 이동하면서 새로운 결합이 생성된다.,물에 녹은 이온이나 분자가 물 분자에 둘러싸인 채 결정에서 떨어져 나온다.,,,-,고체 결정에서는 입자들이 제자리에 묶여 있어 서로 만날 기회가 거의 없어요. 물에 녹으면 물 분자에 둘러싸인 채 떨어져 나와 용액 안을 자유롭게 움직일 수 있죠. 이렇게 만날 수 있게 된 입자들 사이에서 양성자나 전자가 오가며 새로운 결합이 생겨요.
화학,7-1) 용액의 화학,C. 콜로이드,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,7-1) 용액의 화학,D. 수용액 평형,1,하,인라인,다음은 아미노산과 주변 pH의 관계를 설명한 것입니다. 빈칸에 들어갈 알맞은 말을 고르세요.,1,2,카복실기/메틸기/하이드록실기,극성/전하/산화수,,,,,아미노산은 양성자를 내놓기 쉬운 [1]와(과) 양성자를 받기 쉬운 아미노기를 함께 가진다. 그래서 주변 pH가 달라지면 이 분자가 띠는 [2]도 함께 달라진다.,"아미노산은 양성자를 내놓기 쉬운 카복실기와 양성자를 받기 쉬운 아미노기를 함께 가지고 있어요. 그래서 주변 pH가 바뀌면 분자가 띠는 전하가 달라져요. 전하가 달라지면 단백질이 유지하던 모양과 결합 상대까지 바뀌고, 효소마다 잘 작동하는 pH 범위가 다른 것도 이 때문이에요."
,,,2,하,OX,혈액의 pH가 좁은 범위에서 유지되는 것은 한 가지 물질의 작용 덕분이다.,X,,O,X,,,,,-,"혈액의 pH는 한 가지 물질만으로 지켜지지 않아요. 탄산수소 이온과 이산화 탄소가 연결된 평형, 양성자를 주고받는 단백질과 인산, 폐와 콩팥의 조절이 함께 작동해요. 그 덕분에 동맥피의 pH가 7.35~7.45의 좁은 범위에서 조절돼요."
,,,3,중,사지선다 (단수),약산과 그 짝염기가 함께 들어 있는 용액이 pH 변화에 가장 잘 저항하는 조건은 무엇인가요?,3,,약산의 양이 짝염기보다 훨씬 많을 때,짝염기가 거의 모두 소모되었을 때,용액의 pH가 약산의 pKa에 가까울 때,용액에 강산이 함께 많이 녹아 있을 때,,,-,약산과 짝염기의 양이 비슷할수록 산이 들어와도 염기가 들어와도 대응할 여력이 커져요. 두 형태의 농도가 같아지는 지점이 바로 pH가 pKa와 같아지는 지점이에요. 그래서 pH가 pKa에 가까울수록 pH 변화에 잘 저항해요.
,,,4,중-상,순서배열,다음 문장은 대기 중 이산화 탄소가 늘어날 때 해수에서 일어나는 변화를 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-라-가-다,,탄산수소 이온과 탄산 이온이 저항할 수 있는 한계를 넘어설 만큼 pH가 변한다,대기 중 이산화 탄소가 해수에 녹아든다,탄산칼슘으로 골격을 만드는 산호가 이용할 수 있는 화학적 조건이 달라진다,해수의 탄산염 평형이 달라지고 수소 이온의 양도 함께 변한다,,,-,"대기 중 이산화 탄소가 해수에 녹으면 탄산염 평형이 달라지고 수소 이온의 양도 변해요. 해수에도 탄산수소 이온과 탄산 이온이 있어 pH 변화에 어느 정도 저항하지만, 그 능력에는 한계가 있어요. 한계를 넘어서면 탄산칼슘으로 골격을 만드는 산호 같은 생물이 쓰던 화학적 조건도 달라져요."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,완충 용액,,,,,,,,"산이 새로 들어와도, 염기가 새로 들어와도 그것을 곧바로 받아 줄 성분이 미리 함께 갖춰져 있다. 그래서 pH가 거의 달라지지 않는 이런 용액을 __ __(이)라고 한다.","약산과 그 짝염기, 또는 약염기와 그 짝산이 함께 충분한 양으로 들어 있는 용액을 완충 용액이라고 해요. 산을 받아 줄 짝염기와 염기를 받아 줄 약산을 미리 갖춰 둔 셈이에요. 다만 그 능력이 무한하지는 않아서, 한쪽 성분이 모두 소모되면 pH는 빠르게 변해 버려요."
,,,6,중,사지선다 (복수),약산과 그 짝염기가 함께 들어 있는 용액에 산이나 염기가 새로 들어왔습니다. 이때 일어나는 변화로 옳은 것을 모두 고르세요.,1,4,산이 들어오면 짝염기가 그 양성자를 받아 약산 형태로 돌아간다,산이 들어오면 약산이 양성자를 더 내놓아 수소 이온이 크게 늘어난다,염기가 들어오면 짝염기가 수산화 이온을 그대로 흡수해 중성이 된다,염기가 들어오면 수산화 이온이 약산의 양성자와 결합해 물이 생성된다,,,-,완충 용액은 들어온 산과 염기를 곧바로 받아 내며 새로운 평형으로 옮겨 가요. 산이 들어오면 짝염기가 양성자를 받아 약산으로 돌아가요. 염기가 들어오면 약산이 내놓은 양성자가 수산화 이온과 결합해 물이 되고 약산은 짝염기가 되죠. 그래서 수소 이온 농도가 크게 달라지지 않아요.
,,,7,중-상,순서배열,다음 문장은 혈액에 산이 늘어났을 때 몸이 수소 이온을 처리하는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-나-라-가,,혈액의 pH가 좁은 범위에서 유지된다,혈액 속 탄산수소 이온이 늘어난 양성자를 받아 이산화 탄소로 바뀐다,대사 과정에서 생긴 산이 혈액으로 들어와 양성자가 늘어난다,이산화 탄소가 폐로 운반되어 날숨으로 빠져나간다,,,-,"혈액의 pH를 지키는 중심은 탄산 완충계예요. 산이 늘어나면 탄산수소 이온이 양성자를 받아 이산화 탄소 쪽으로 되돌아가고, 그 이산화 탄소는 날숨으로 빠져나가요. 탄산수소 이온의 양은 콩팥이 조절하니, 몸은 정해진 양으로 버티는 용액과 달리 두 성분의 양 자체를 바꿀 수 있어요."
생명,7-2) 생명의 화학,A. 생물 정의,1,하,인라인,다음은 생명체가 지닌 두 가지 특성을 설명한 것입니다. 빈칸에 들어갈 알맞은 말을 고르세요.,2,1,조직/세포/기관,항상성/생식/자극에 대한 반응,,,,,"모든 생명체는 막으로 둘러싸인 작은 공간인 [1](으)로 이루어져 있다. 그 경계 안에서 산성도와 이온 농도가 좁은 범위로 조절되는데, 이러한 자기조절을 [2](이)라고 한다.",세포는 막으로 둘러싸여 안과 밖을 가르는 작은 공간이에요. 그 경계가 있어야 안쪽 조건을 따로 조절할 수 있죠. 이렇게 내부를 좁은 범위로 유지하는 성질이 항상성이에요.
,,,2,하,OX,사람처럼 대화를 나누는 인공지능은 배우고 반응하므로 생명체로 분류된다.,X,,O,X,,,,,-,인공지능은 배우고 대답하지만 세포로 이루어져 있지 않아요. 생명은 여러 특성이 하나의 경계 안에 함께 모일 때 나타나는 현상이에요. 그래서 반응한다는 것만으로는 생명체가 되지 않아요.
,,,3,중,사지선다 (단수),바이러스는 생물과 무생물 사이에 놓인 존재로 이야기됩니다. 그 이유로 알맞은 것은 무엇인가요?,3,,유전 정보를 지니지 않아 변이와 진화가 일어나지 않는다,숙주 세포 안에서도 자기와 비슷한 입자를 복제하지 못한다,유전 정보를 복제하고 진화하지만 자기 세포 구조를 갖지 못한다,세포 구조를 온전히 갖추었으나 유전 정보를 지니지 못한다,,,-,"바이러스는 숙주 세포 안에서 자기와 비슷한 입자를 복제하고, 변이를 쌓으며 진화도 해요. 그런데 자기 세포 구조가 없어서 혼자서는 살아가지 못하죠. 일부 특성만 지녔기 때문에 생물과 무생물 사이에 놓입니다."
,,,4,중-상,순서배열,다음 문장은 하나의 생명체가 자라나 다음 세대를 남기기까지의 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,다-라-가-나,,조직과 기관을 갖춘 생명체가 성숙한다,성숙한 생명체가 자신과 닮은 다음 세대를 남긴다,수정란 하나가 세포분열을 거듭한다,분열로 늘어난 세포들이 여러 조직과 기관으로 발달한다,,,-,"수정란은 세포분열을 거듭하면서 조직과 기관을 만들어 가요. 이 발생과 생장을 거쳐야 비로소 성숙한 개체가 되고, 성숙해야 다음 세대를 남길 수 있어요. 각 과정은 바로 앞의 과정이 이루어져야 일어날 수 있답니다."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,물질대사,,,,,,,,"생명체는 바깥에서 물질을 들여오고, 그것을 분해해 새로운 분자를 만든다. 이 흐름이 멈춘 상태를 우리는 죽음이라고 부른다. 들어오고 바뀌고 나가는 이 흐름을 ____(이)라고 한다.",물질대사는 들여온 물질을 분해하고 새로운 분자로 바꾸는 흐름이에요. 생명은 멈춰 있는 물질이 아니라 이런 흐름 자체랍니다. 그래서 흐름이 끊기면 죽음이라고 부르죠.
,,,6,중,사지선다 (복수),생명체가 보이는 특성 가운데 자극에 대한 반응에 해당하는 사례를 모두 고르세요.,2,4,바깥 날씨가 달라져도 체온이 섭씨 36.5도 근처로 유지된다,식물이 빛이 오는 쪽으로 줄기를 뻗는다,세균이 둘로 나뉘어 자신과 닮은 개체를 남긴다,물고기 떼가 천적의 그림자를 보고 흩어진다,,,-,"자극에 대한 반응은 바깥의 변화를 감지해 자기 상태를 바꾸는 성질이에요. 빛을 향해 줄기를 뻗는 식물과 천적을 보고 흩어지는 물고기 떼가 여기에 해당해요. 체온을 일정하게 유지하는 것은 항상성, 세균이 둘로 나뉘는 것은 생식이랍니다."
,,,7,중-상,순서배열,다음 문장은 생명체가 환경에 적응하며 진화하는 과정을 설명한 것입니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-라-가-다,,생존에 유리한 차이가 세대를 거쳐 쌓인다,유전 정보가 복제되는 과정에서 작은 변화가 생긴다,생명체의 모습이 환경에 적응한 형태로 달라진다,특정 환경에서 살아남는 데 도움이 되는 변화가 나타난다,,,-,복제는 언제나 완벽하지 않아서 유전 정보에 작은 변화가 생겨요. 그 변화 가운데 환경에서 유리한 것이 세대를 거쳐 쌓이면 생명체의 모습이 달라지죠. 적응과 진화는 이렇게 이어진 하나의 과정이에요.
생명,7-2) 생명의 화학,B. 생체 구성 원자,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-2) 생명의 화학,C. 생명과 물,1,하,인라인,다음은 물 분자의 성질을 설명한 것입니다. 빈칸에 들어갈 알맞은 말을 고르세요.,2,3,무극성/극성/이온화,공유 결합/이온 결합/수소 결합,,,,,"물 분자는 산소 쪽이 약한 음전하를, 수소 쪽이 약한 양전하를 띤다. 이렇게 한 분자 안에 음과 양이 함께 있는 성질을 [1](이)라고 한다. 또한 한 물 분자의 수소 쪽은 이웃한 물 분자의 산소 쪽에 끌리는데, 이 약한 인력을 [2](이)라고 한다.","물 분자는 산소 쪽이 음전하를, 수소 쪽이 양전하를 띠는 극성 분자예요. 이 극성 덕분에 이웃한 분자끼리 수소 결합으로 서로를 끌어당겨요. 물의 특별한 성질은 대부분 여기에서 시작돼요."
,,,2,하,OX,자이언트 세쿼이아의 꼭대기까지 물이 올라가는 것은 뿌리가 펌프처럼 물을 밀어 올리기 때문이다.,X,,O,X,,,,,-,"큰 나무에는 물을 밀어 올리는 펌프가 없어요. 잎에서 물이 증발하며 위로 빨아올리는 힘, 물 분자끼리 서로 끌어당기는 힘, 물관 벽에 들러붙는 힘이 함께 작동해요. 세 힘이 이어져 100미터가 넘는 높이까지 물이 올라가요."
,,,3,중,사지선다 (단수),물이 얼 때 부피가 줄어 얼음이 가라앉는다고 가정해 봅시다. 이때 예상되는 결과로 알맞은 것은 무엇인가요?,3,,호수 표면만 얼고 아래쪽 물은 얼지 않은 채 그대로 남는다,물이 얼지 않게 되어 호수의 온도가 늘 일정하게 유지된다,호수가 깊은 곳까지 통째로 얼어 생물이 자리 잡기 어려워진다,바위 틈의 얼음이 커지면서 토양이 더 빠르게 만들어진다,,,-,물은 얼면 부피가 늘고 밀도가 낮아져 얼음이 위로 떠요. 덕분에 겨울 호수는 표면부터 얼고 아래쪽 물은 얼지 않은 채 남아요. 얼음이 가라앉는다면 깊은 곳까지 얼어붙어 생명이 자리 잡기 어려웠을 거예요.
,,,4,중-상,순서배열,다음 문장은 얼음이 물 위에 뜨는 이유를 설명한 것입니다. 설명의 흐름에 맞게 배열하세요.,다-가-나-라,,얼음의 육각형 격자는 액체 상태의 배열보다 분자 사이가 듬성듬성하다,같은 양의 물이 얼음이 되면 부피가 늘고 밀도가 낮아진다,물이 얼면서 분자들이 수소 결합 방향에 맞추어 육각형 격자로 배열된다,물보다 밀도가 낮아진 얼음이 가라앉지 않고 물 위로 떠오른다,,,-,물이 얼면 분자들이 수소 결합 방향에 맞추어 육각형 격자로 배열돼요. 이 격자는 액체일 때보다 듬성듬성해서 부피가 늘고 밀도가 낮아져요. 그래서 얼음이 물 위에 뜨고 겨울 호수는 표면부터 얼어요.
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,항상성,,,,,,,,"운동할 때 근육이 열을 내도 몸속의 물이 그 열을 흡수한다. 그래서 체온이 크게 오르지 않고 일정하게 유지되는데, 이처럼 몸이 안정된 상태를 지키는 성질을 ___이라고 한다.",물은 비열이 커서 열을 흡수해도 온도가 크게 오르지 않아요. 몸의 약 60퍼센트를 이루는 물이 근육에서 나온 열을 받아 줘요. 그래서 체온이 폭주하지 않고 항상성이 지켜져요.
,,,6,중,사지선다 (복수),물 분자 사이의 수소 결합에 대한 설명으로 옳은 것을 모두 고르세요.,2,4,한번 맺어진 수소 결합은 좀처럼 끊어지지 않고 그대로 유지된다,원자를 직접 이어 주는 공유 결합보다 훨씬 약한 인력이다,이웃한 두 물 분자의 산소끼리 전자를 함께 쓰면서 생긴다,한 물 분자는 평균적으로 여러 이웃 분자와 수소 결합을 맺는다,,,-,수소 결합은 공유 결합보다 훨씬 약한 인력이에요. 그래서 매우 짧은 시간 안에 끊어지고 다시 생겨요. 대신 한 분자가 여러 이웃과 결합을 맺어 물 전체가 촘촘하게 이어져요.
,,,7,중-상,순서배열,다음 문장은 나무 꼭대기까지 물이 올라가는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-라-가-다,,물관 아래쪽의 물 분자들이 수소 결합으로 이어진 채 잇따라 끌려 올라간다,자이언트 세쿼이아의 잎에서 물이 수증기로 증발한다,물기둥이 끊기지 않고 이어져 100미터가 넘는 나무 꼭대기 가까이까지 물이 도달한다,증발로 생긴 끌어당기는 힘이 잎에 가장 가까운 물 분자를 위로 올린다,,,-,잎에서 물이 증발하면 물기둥을 위로 빨아올리는 증산력이 생겨요. 수소 결합으로 이어진 물 분자들이 끊기지 않고 잇따라 끌려 올라가요. 물관 벽에 들러붙는 힘까지 더해져 꼭대기 가까이까지 물기둥이 이어져요.
생명,7-2) 생명의 화학,D. 생체 거대 분자,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,7-2) 생명의 화학,E. 유기 화학,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
화학,7-2) 생명의 화학,F. 생화학,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-3) 세포,A. 생체막,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-3) 세포,B. 세포 구조,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-4) 에너지와 물질대사,A. ATP와 효소,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-4) 에너지와 물질대사,B. 광합성,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-4) 에너지와 물질대사,C. 세포호흡과 발효,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-5) 유전정보,A. DNA와 유전자,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
,,,4,중-상,순서배열,,,,,,,,,,,
,,,5,상,직접 입력,,,,,,,,,,,
,,,6,중,사지선다 (복수),,,,,,,,,,,
,,,7,중-상,순서배열,,,,,,,,,,,
생명,7-5) 유전정보,B. 유전발현과 조절,1,하,인라인,,,,,,,,,,,
